QuickDAQ Data,,,,,
01-01-0001 00:00:00,,,,,
Notes:,,,,,
Sample Rate:,5000, Hz,,,
11.4,0.003283067,-0.034721152,0.00E+00,-0.015719042,
11.6,0.092378711,0.036749535,0.00E+00,0.064564123,
11.8,0.096680661,0.047488036,0.00E+00,0.072084348,
12,0.088416389,0.028993951,0.00E+00,0.05870517,
12.2,0.049698841,0.00608515,0.00E+00,0.027891996,
12.4,0.025811699,-0.031738235,0.00E+00,-0.002963268,
12.6,0.13947374,0.085192104,0.00E+00,0.112332922,
12.8,0.064302828,0.010141917,0.00E+00,0.037222373,
13,0.07539733,0.015033901,0.00E+00,0.045215616,
13.2,0.02841551,-0.025175818,0.00E+00,0.001619846,
13.4,0.127813192,0.079226271,0.00E+00,0.103519731,
13.6,0.075623749,0.017300918,0.00E+00,0.046462333,
13.8,0.074491657,0.013840734,0.00E+00,0.044166195,
14,0.018113473,-0.039613135,0.00E+00,-0.010749831,
14.2,0.132228351,0.086862538,0.00E+00,0.109545444,
14.4,0.073359565,0.022312218,0.00E+00,0.047835891,
14.6,0.097359916,0.051425486,0.00E+00,0.074392701,
14.8,0.026038117,-0.029351901,0.00E+00,-0.001656892,
15,0.109812929,0.06276057,0.00E+00,0.086286749,
15.2,0.092039083,0.047488036,0.00E+00,0.06976356,
15.4,0.093510803,0.048442569,0.00E+00,0.070976686,
15.6,0.027962674,-0.022312218,0.00E+00,0.002825228,
15.8,0.118530037,0.062283303,0.00E+00,0.09040667,
16,0.140379414,0.080538754,0.00E+00,0.110459084,
16.2,0.101435447,0.050828903,0.00E+00,0.076132175,
16.4,0.130417004,0.084237571,0.00E+00,0.107327287,
16.6,0.054000791,0.006681734,0.00E+00,0.030341262,
16.8,0.081057791,0.032096185,0.00E+00,0.056576988,
17,0.162342,0.109652022,0.00E+00,0.135997011,
17.2,0.101775075,0.054050453,0.00E+00,0.077912764,
17.4,0.129850958,0.07600472,0.00E+00,0.102927839,
17.6,0.113775251,0.065743487,0.00E+00,0.089759369,
17.8,0.124756544,0.064073053,0.00E+00,0.094414798,
18,0.087963552,0.043789219,0.00E+00,0.065876385,
18.2,0.016302126,-0.033885935,0.00E+00,-0.008791905,
18.4,0.132794397,0.080538754,0.00E+00,0.106666576,
18.6,0.081057791,0.027800785,0.00E+00,0.054429288,
18.8,0.112756368,0.061806036,0.00E+00,0.087281202,
19,0.001358511,-0.031857552,0.00E+00,-0.015249521,
19.2,0.130756632,0.068368453,0.00E+00,0.099562542,
19.4,0.109133673,0.06204467,0.00E+00,0.085589172,
19.6,0.077208678,0.023863335,0.00E+00,0.050536006,
19.8,0.048679958,5.97E-04,0.00E+00,0.024638271,
20,0.10958651,0.06025492,0.00E+00,0.084920715,
20.2,0.104265678,0.056914053,0.00E+00,0.080589865,
20.4,0.113662042,0.064431003,0.00E+00,0.089046522,
20.6,0.053321535,0.001551117,0.00E+00,0.027436326,
20.8,0.10392605,0.050470953,0.00E+00,0.077198501,
21,0.157926841,0.114305372,0.00E+00,0.136116106,
21.2,0.031132531,-9.55E-04,0.00E+00,0.015088999,
21.4,0.065774548,0.025533768,0.00E+00,0.045654158,
21.6,0.055019674,0.011573717,0.00E+00,0.033296695,
21.8,0.138907694,0.078271737,0.00E+00,0.108589716,
22,0.101888284,0.053573186,0.00E+00,0.077730735,
22.2,0.084227648,0.037942702,0.00E+00,0.061085175,
22.4,0.032491042,-0.035914318,0.00E+00,-0.001711638,
22.6,0.159851397,0.12731089,0.00E+00,0.143581143,
22.8,0.069510452,0.034840468,0.00E+00,0.05217546,
23,0.09679387,0.043908536,0.00E+00,0.070351203,
23.2,0.016754962,-0.038897235,0.00E+00,-0.011071136,
23.4,0.145926665,0.100583955,0.00E+00,0.12325531,
23.6,0.077661514,0.032573452,0.00E+00,0.055117483,
23.8,0.109699719,0.066459387,0.00E+00,0.088079553,
24,0.024113561,-0.023624701,0.00E+00,0.00024443,
24.2,0.137096347,0.089487504,0.00E+00,0.113291926,
24.4,0.089208853,0.032454135,0.00E+00,0.060831494,
24.6,0.122039523,0.081016021,0.00E+00,0.101527772,
24.8,-0.111737485,-0.159884341,0.00E+00,-0.135810913,
25,-0.447968823,-0.522129759,0.00E+00,-0.485049291,
25.2,0.011207711,-0.057868586,0.00E+00,-0.023330437,
25.4,0.204569033,0.165253591,0.00E+00,0.184911312,
25.6,0.007811435,-0.045936919,0.00E+00,-0.019062742,
25.8,0.090340945,0.042238102,0.00E+00,0.066289524,
26,0.119888548,0.083283037,0.00E+00,0.101585793,
26.2,0.075850167,0.010380551,0.00E+00,0.043115359,
26.4,0.05264228,9.55E-04,0.00E+00,0.026798407,
26.6,0.022868259,-0.030067802,0.00E+00,-0.003599771,
26.8,0.109246883,0.073260437,0.00E+00,0.09125366,
27,0.049359213,0.005488567,0.00E+00,0.02742389,
27.2,0.04834033,-0.011335084,0.00E+00,0.018502623,
27.4,0.017434218,-0.040329035,0.00E+00,-0.011447409,
27.6,0.125096171,0.06240262,0.00E+00,0.093749395,
27.8,0.016188916,-0.032334818,0.00E+00,-0.008072951,
28,0.06554813,0.009903284,0.00E+00,0.037725707,
28.2,0.002377393,-0.064073053,0.00E+00,-0.03084783,
28.4,0.096001406,0.060374236,0.00E+00,0.078187821,
28.6,0.049925259,0.00322155,0.00E+00,0.026573405,
28.8,0.049359213,-8.35E-04,0.00E+00,0.024261998,
29,0.017321008,-0.053573186,0.00E+00,-0.018126089,
29.2,0.105171351,0.05810722,0.00E+00,0.081639285,
29.4,0.075170912,0.021954268,0.00E+00,0.04856259,
29.6,0.084454067,0.040806302,0.00E+00,0.062630184,
29.8,0.002490603,-0.050232319,0.00E+00,-0.023870858,
30,0.117963991,0.072305904,0.00E+00,0.095134947,
30.2,0.086152205,0.041522202,0.00E+00,0.063837203,
30.4,0.078680397,0.032334818,0.00E+00,0.055507608,
30.6,0.019245565,-0.027562151,0.00E+00,-0.004158293,
30.8,0.076755841,0.025295135,0.00E+00,0.051025488,
31,0.098718427,0.054885669,0.00E+00,0.076802048,
31.2,0.099510891,0.052260703,0.00E+00,0.075885797,
31.4,0.028302301,-0.0085908,0.00E+00,0.00985575,
31.6,0.079925699,0.021834951,0.00E+00,0.050880325,
31.8,0.114454506,0.066578703,0.00E+00,0.090516605,
32,0.089435272,0.034482518,0.00E+00,0.061958895,
32.2,0.06124618,0.00E+00,0.00E+00,0.03062309,
32.4,0.043359125,-0.020164518,0.00E+00,0.011597304,
32.6,0.134152908,0.087817071,0.00E+00,0.110984989,
32.8,0.06973687,0.018613401,0.00E+00,0.044175136,
33,0.088756017,0.036630218,0.00E+00,0.062693117,
33.2,0.049359213,-0.009783967,0.00E+00,0.019787623,
33.4,0.052415862,-0.006562417,0.00E+00,0.022926722,
33.6,0.098152381,0.045698286,0.00E+00,0.071925333,
33.8,0.099737309,0.056794736,0.00E+00,0.078266023,
34,0.074265238,0.010857817,0.00E+00,0.042561528,
34.2,0.078227561,0.027681468,0.00E+00,0.052954514,
34.4,0.074265238,0.019090668,0.00E+00,0.046677953,
34.6,0.106869489,0.058703803,0.00E+00,0.082786646,
34.8,-9.06E-04,-0.052260703,0.00E+00,-0.026583188,
35,0.081850255,0.033885935,0.00E+00,0.057868095,
35.2,0.116945109,0.06777187,0.00E+00,0.092358489,
35.4,0.082869138,0.031499602,0.00E+00,0.05718437,
35.6,0.062491481,0.011454401,0.00E+00,0.036972941,
35.8,0.050830933,-0.010499867,0.00E+00,0.020165533,
36,0.150568242,0.094021538,0.00E+00,0.12229489,
36.2,0.099850519,0.041522202,0.00E+00,0.07068636,
36.4,0.085699368,0.031857552,0.00E+00,0.05877846,
36.6,0.050830933,0.003698817,0.00E+00,0.027264875,
36.8,0.159624979,0.109055439,0.00E+00,0.134340209,
37,0.088869226,0.036152952,0.00E+00,0.062511089,
37.2,0.101661866,0.053692503,0.00E+00,0.077677184,
37.4,0.022415423,-0.026965568,0.00E+00,-0.002275073,
37.6,0.146153083,0.099152155,0.00E+00,0.122652619,
37.8,0.085925786,0.031022335,0.00E+00,0.058474061,
38,0.083774812,0.035914318,0.00E+00,0.059844565,
38.2,0.016528544,-0.039493819,0.00E+00,-0.011482637,
38.4,0.142756807,0.091038621,0.00E+00,0.116897714,
38.6,0.077208678,0.038777919,0.00E+00,0.057993298,
38.8,0.084680485,0.043192635,0.00E+00,0.06393656,
39,0.024792816,-0.024579235,0.00E+00,0.000106791,
39.2,0.132907606,0.083521671,0.00E+00,0.108214639,
39.4,0.123398033,0.067294603,0.00E+00,0.095346318,
39.6,0.104492096,0.041760835,0.00E+00,0.073126466,
39.8,0.052755489,-0.002267017,0.00E+00,0.025244236,
40,0.087397506,0.030306435,0.00E+00,0.05885197,
40.2,0.162342,0.112276989,0.00E+00,0.137309494,
40.4,-0.013924732,-0.06526622,0.00E+00,-0.039595476,
40.6,-0.414119271,-0.492777857,0.00E+00,-0.453448564,
40.8,0.033849552,-0.041402885,0.00E+00,-0.003776667,
41,0.240682769,0.20438946,0.00E+00,0.222536115,
41.2,0.092152293,0.028158735,0.00E+00,0.060155514,
41.4,0.016641753,-0.033050718,0.00E+00,-0.008204483,
41.6,0.081510627,0.027681468,0.00E+00,0.054596048,
41.8,0.132794397,0.088055704,0.00E+00,0.110425051,
42,0.086605042,0.038897235,0.00E+00,0.062751138,
42.2,0.074718075,0.034721152,0.00E+00,0.054719613,
42.4,0.043132707,-0.015749801,0.00E+00,0.013691453,
42.6,0.142077552,0.095095388,0.00E+00,0.11858647,
42.8,0.085812577,0.038539285,0.00E+00,0.062175931,
43,0.091812665,0.042834685,0.00E+00,0.067323675,
43.2,0.021283331,-0.046056236,0.00E+00,-0.012386453,
43.4,0.140152995,0.093544271,0.00E+00,0.116848633,
43.6,0.075057703,0.027442835,0.00E+00,0.051250269,
43.8,0.101888284,0.052022069,0.00E+00,0.076955177,
44,0.023887142,-0.023505385,0.00E+00,0.000190879,
44.2,0.115926226,0.072544537,0.00E+00,0.094235381,
44.4,0.106869489,0.051425486,0.00E+00,0.079147488,
44.6,0.09532215,0.048084619,0.00E+00,0.071703385,
44.8,0.033849552,-0.025533768,0.00E+00,0.004157892,
45,0.107775163,0.052022069,0.00E+00,0.079898616,
45.2,0.113095996,0.06848777,0.00E+00,0.090791883,
45.4,0.092831548,0.035437052,0.00E+00,0.0641343,
45.6,0.046076146,-0.002624967,0.00E+00,0.02172559,
45.8,0.067812314,0.018374768,0.00E+00,0.043093541,
46,0.114454506,0.057987903,0.00E+00,0.086221204,
46.2,0.076303004,0.026846251,0.00E+00,0.051574628,
46.4,0.041887406,-0.011335084,0.00E+00,0.015276161,
46.6,0.046302565,-0.013840734,0.00E+00,0.016230915,
46.8,0.114794134,0.066817337,0.00E+00,0.090805735,
47,0.034755226,-0.017778184,0.00E+00,0.008488521,
47.2,0.041434569,-0.011215767,0.00E+00,0.015109401,
47.4,0.013245477,-0.050351636,0.00E+00,-0.018553079,
47.6,0.088756017,0.048323252,0.00E+00,0.068539634,
47.8,0.063057527,0.020045201,0.00E+00,0.041551364,
48,0.044830845,-0.008352167,0.00E+00,0.018239339,
48.2,-0.003622695,-0.061925353,0.00E+00,-0.032774024,
48.4,0.105624188,0.06705597,0.00E+00,0.086340079,
48.6,0.052868699,-0.005130617,0.00E+00,0.023869041,
48.8,0.09679387,0.040090402,0.00E+00,0.068442136,
49,0.001358511,-0.068249137,0.00E+00,-0.033445313,
49.2,0.12237915,0.072663854,0.00E+00,0.097521502,
49.4,0.091586247,0.042715369,0.00E+00,0.067150808,
49.6,0.064529247,0.011693034,0.00E+00,0.03811114,
49.8,0.089435272,0.036391585,0.00E+00,0.062913428,
50,0.040868523,-0.014914584,0.00E+00,0.012976969,
50.2,0.062038644,0.016107751,0.00E+00,0.039073198,
50.4,0.131775514,0.086385271,0.00E+00,0.109080393,
50.6,0.075284121,0.025295135,0.00E+00,0.050289628,
50.8,0.08830318,0.029113268,0.00E+00,0.058708224,
51,0.07834077,0.020045201,0.00E+00,0.049192985,
51.2,0.09249192,0.034959785,0.00E+00,0.063725853,
51.4,0.092944757,0.030187118,0.00E+00,0.061565938,
51.6,0.033736343,-0.013124834,0.00E+00,0.010305755,
51.8,0.141964343,0.091873838,0.00E+00,0.11691909,
52,0.067472686,0.014556634,0.00E+00,0.04101466,
52.2,0.088869226,0.027442835,0.00E+00,0.05815603,
52.4,0.010415247,-0.052618653,0.00E+00,-0.021101703,
52.6,0.116265853,0.065743487,0.00E+00,0.09100467,
52.8,0.069963289,0.022670168,0.00E+00,0.046316728,
53,0.080718163,0.020283834,0.00E+00,0.050500999,
53.2,0.01562287,-0.042118785,0.00E+00,-0.013247958,
53.4,0.096227824,0.037226802,0.00E+00,0.066727313,
53.6,0.099397682,0.040329035,0.00E+00,0.069863359,
53.8,0.075170912,0.030545068,0.00E+00,0.05285799,
54,0.009056736,-0.047368719,0.00E+00,-0.019155991,
54.2,0.083661602,0.021238368,0.00E+00,0.052449985,
54.4,0.114114878,0.049874369,0.00E+00,0.081994624,
54.6,0.063510364,0.0042954,0.00E+00,0.033902882,
54.8,0.039736431,-0.014437317,0.00E+00,0.012649557,
55,0.055925347,0.004414717,0.00E+00,0.030170032,
55.2,0.137096347,0.089368188,0.00E+00,0.113232267,
55.4,0.076189795,0.019090668,0.00E+00,0.047640231,
55.6,0.07120859,0.034363202,0.00E+00,0.052785896,
55.8,0.061472598,-0.0014318,0.00E+00,0.030020399,
56,0.095774987,0.05774927,0.00E+00,0.076762128,
56.2,-0.423628844,-0.48621544,0.00E+00,-0.454922142,
56.4,0.043585544,-0.019925884,0.00E+00,0.01182983,
56.6,0.145813456,0.112038355,0.00E+00,0.128925906,
56.8,0.074604866,0.029471218,0.00E+00,0.052038042,
57,0.142983226,0.089726138,0.00E+00,0.116354682,
57.2,0.086265414,0.046294869,0.00E+00,0.066280141,
57.4,0.034528807,-0.027084885,0.00E+00,0.003721961,
57.6,0.130077376,0.084953471,0.00E+00,0.107515424,
57.8,0.080944581,0.031857552,0.00E+00,0.056401066,
58,0.092944757,0.045817602,0.00E+00,0.06938118,
58.2,0.027396628,-0.023505385,0.00E+00,0.001945622,
58.4,0.141964343,0.102850972,0.00E+00,0.122407657,
58.6,0.109246883,0.056556103,0.00E+00,0.082901493,
58.8,0.125662217,0.083760304,0.00E+00,0.104711261,
59,0.041208151,-0.0085908,0.00E+00,0.016308675,
59.2,0.129284912,0.07242522,0.00E+00,0.100855066,
59.4,0.089322063,0.047130086,0.00E+00,0.068226074,
59.6,0.098492008,0.05810722,0.00E+00,0.078299614,
59.8,0.027736255,-0.013482784,0.00E+00,0.007126736,
60,0.077548305,0.014795267,0.00E+00,0.046171786,
60.2,0.149888987,0.099032838,0.00E+00,0.124460913,
60.4,0.089774899,0.029590535,0.00E+00,0.059682717,
60.6,0.078906816,0.034840468,0.00E+00,0.056873642,
60.8,0.06826515,0.026368985,0.00E+00,0.047317068,
61,0.147851221,0.098436255,0.00E+00,0.123143738,
61.2,0.081284209,0.025772401,0.00E+00,0.053528305,
61.4,0.063170736,0.012886201,0.00E+00,0.038028468,
61.6,0.058642368,-0.007994217,0.00E+00,0.025324075,
61.8,0.13947374,0.100822588,0.00E+00,0.120148164,
62,0.087057878,0.041641519,0.00E+00,0.064349699,
62.2,0.082642719,0.024817868,0.00E+00,0.053730294,
62.4,0.029660812,-0.020880418,0.00E+00,0.004390197,
62.6,0.165059021,0.109413389,0.00E+00,0.137236205,
62.8,0.082303092,0.036988169,0.00E+00,0.05964563,
63,0.102114703,0.056914053,0.00E+00,0.079514378,
63.2,0.022075795,-0.033647302,0.00E+00,-0.005785753,
63.4,0.141511506,0.096885138,0.00E+00,0.119198322,
63.6,0.093737222,0.044505119,0.00E+00,0.06912117,
63.8,0.101888284,0.056794736,0.00E+00,0.07934151,
64,0.033962761,-0.012170301,0.00E+00,0.01089623,
64.2,0.127133937,0.073021804,0.00E+00,0.10007787,
64.4,0.110492184,0.069442303,0.00E+00,0.089967244,
64.6,0.099284473,0.049635736,0.00E+00,0.074460104,
64.8,0.052302653,-0.002028383,0.00E+00,0.025137135,
65,0.092718339,0.042715369,0.00E+00,0.067716854,
65.2,0.113095996,0.068607087,0.00E+00,0.090851541,
65.4,0.096567452,0.035437052,0.00E+00,0.066002252,
65.6,0.056717812,-0.002744284,0.00E+00,0.026986764,
65.8,0.067133058,0.003460184,0.00E+00,0.035296621,
66,0.13517179,0.085311421,0.00E+00,0.110241606,
66.2,0.016528544,-0.029232585,0.00E+00,-0.00635202,
66.4,0.083095556,0.024101968,0.00E+00,0.053598762,
66.6,0.043698753,-0.015988434,0.00E+00,0.013855159,
66.8,0.015509661,-0.036391585,0.00E+00,-0.010440962,
67,0.100529774,0.036749535,0.00E+00,0.068639654,
67.2,0.067925523,0.013840734,0.00E+00,0.040883128,
67.4,0.052755489,-0.002267017,0.00E+00,0.025244236,
67.6,0.094982523,0.044266486,0.00E+00,0.069624504,
67.8,0.043925171,-0.004891984,0.00E+00,0.019516594,
68,0.128945284,0.081970554,0.00E+00,0.105457919,
68.2,-0.012000176,-0.06562417,0.00E+00,-0.038812173,
68.4,0.077435096,0.021834951,0.00E+00,0.049635024,
68.6,0.115020552,0.06204467,0.00E+00,0.088532611,
68.8,0.10392605,0.035317735,0.00E+00,0.069621892,
69,0.004641577,-0.027800785,0.00E+00,-0.011579604,
69.2,0.062151853,0.008113534,0.00E+00,0.035132694,
69.4,0.127586774,0.083283037,0.00E+00,0.105434906,
69.6,0.062265063,0.013124834,0.00E+00,0.037694948,
69.8,0.058529159,0.0035795,0.00E+00,0.03105433,
70,0.046642192,-0.011335084,0.00E+00,0.017653554,
70.2,0.125775426,0.07457292,0.00E+00,0.100174173,
70.4,0.058642368,0.007039684,0.00E+00,0.032841026,
70.6,0.045849728,-0.009783967,0.00E+00,0.01803288,
70.8,0.03554769,-0.028397368,0.00E+00,0.003575161,
71,0.112303531,0.06025492,0.00E+00,0.086279225,
71.2,0.067246268,0.023624701,0.00E+00,0.045435484,
71.4,0.090001318,0.035317735,0.00E+00,0.062659526,
71.6,-0.030226858,-0.071828637,0.00E+00,-0.051027747,
71.8,-0.350382489,-0.422142387,0.00E+00,-0.386262438,
72,-0.224380644,-0.286717964,0.00E+00,-0.255549304,
72.2,0.159624979,0.108458855,0.00E+00,0.134041917,
72.4,0.028868347,-0.022670168,0.00E+00,0.00309909,
72.6,0.111624276,0.054885669,0.00E+00,0.083254973,
72.8,0.09532215,0.033289352,0.00E+00,0.064305751,
73,0.099510891,0.038777919,0.00E+00,0.069144405,
73.2,-0.00147172,-0.058345853,0.00E+00,-0.029908786,
73.4,0.089095644,0.034840468,0.00E+00,0.061968056,
73.6,0.077548305,0.020283834,0.00E+00,0.04891607,
73.8,0.080718163,0.017300918,0.00E+00,0.04900954,
74,0.024000351,-0.026965568,0.00E+00,-0.001482608,
74.2,0.066114176,0.012528251,0.00E+00,0.039321213,
74.4,0.106643071,0.06276057,0.00E+00,0.08470182,
74.6,0.097925962,0.048084619,0.00E+00,0.073005291,
74.8,0.032038205,-0.024579235,0.00E+00,0.003729485,
75,0.063057527,0.017300918,0.00E+00,0.040179222,
75.2,0.133473652,0.087697754,0.00E+00,0.110585703,
75.4,0.073359565,0.013721417,0.00E+00,0.043540491,
75.6,0.073925611,0.021119051,0.00E+00,0.047522331,
75.8,0.016754962,-0.042596052,0.00E+00,-0.012920545,
76,0.152492799,0.099032838,0.00E+00,0.125762818,
76.2,0.086152205,0.033408668,0.00E+00,0.059780437,
76.4,0.089095644,0.046414186,0.00E+00,0.067754915,
76.6,0.038830757,-0.013005517,0.00E+00,0.01291262,
76.8,0.140605832,0.098794205,0.00E+00,0.119700019,
77,0.069850079,0.019329301,0.00E+00,0.04458969,
77.2,0.111397857,0.061925353,0.00E+00,0.086661605,
77.4,0.015509661,-0.034005252,0.00E+00,-0.009247795,
77.6,0.177172405,0.127430206,0.00E+00,0.152301306,
77.8,0.109020464,0.05918107,0.00E+00,0.084100767,
78,0.106416652,0.047607352,0.00E+00,0.077012002,
78.2,0.02852872,-0.005846517,0.00E+00,0.011341101,
78.4,0.142756807,0.090680671,0.00E+00,0.116718739,
78.6,0.102341121,0.06884572,0.00E+00,0.085593421,
78.8,0.087171088,0.048561886,0.00E+00,0.067866487,
79,0.048000703,-0.0042954,0.00E+00,0.021852651,
79.2,0.117850782,0.06741392,0.00E+00,0.092632351,
79.4,0.12102064,0.084118254,0.00E+00,0.102569447,
79.6,0.106190234,0.053692503,0.00E+00,0.079941368,
79.8,0.053208326,0.009903284,0.00E+00,0.031555805,
80,0.079246443,0.028158735,0.00E+00,0.053702589,
80.2,0.136530301,0.089010238,0.00E+00,0.112770269,
80.4,0.099737309,0.055243619,0.00E+00,0.077490464,
80.6,0.057170648,0.013482784,0.00E+00,0.035326716,
80.8,0.079925699,0.022312218,0.00E+00,0.051118958,
81,0.155889075,0.109771339,0.00E+00,0.132830207,
81.2,0.084567276,0.036033635,0.00E+00,0.060300456,
81.4,0.087171088,0.020522468,0.00E+00,0.053846778,
81.6,0.052868699,-0.019687251,0.00E+00,0.016590724,
81.8,0.140719042,0.097958988,0.00E+00,0.119339015,
82,0.084567276,0.034840468,0.00E+00,0.059703872,
82.2,0.083548393,0.037346119,0.00E+00,0.060447256,
82.4,0.043698753,-0.010022601,0.00E+00,0.016838076,
82.6,0.145926665,0.100106688,0.00E+00,0.123016677,
82.8,0.094869314,0.049277786,0.00E+00,0.07207355,
83,0.083548393,0.036630218,0.00E+00,0.060089306,
83.2,0.100982611,0.051664119,0.00E+00,0.076323365,
83.4,0.031132531,-0.021834951,0.00E+00,0.00464879,
83.6,0.107775163,0.057510636,0.00E+00,0.0826429,
83.8,0.124303707,0.080896704,0.00E+00,0.102600205,
84,0.076529422,0.020880418,0.00E+00,0.04870492,
84.2,0.103699632,0.059658336,0.00E+00,0.081678984,
84.4,0.109473301,0.052857286,0.00E+00,0.081165293,
84.6,0.085699368,0.040448352,0.00E+00,0.06307386,
84.8,0.079359653,0.031022335,0.00E+00,0.055190994,
85,0.023887142,-0.038419969,0.00E+00,-0.007266413,
85.2,0.181700774,0.130413123,0.00E+00,0.156056948,
85.4,-0.130417004,-0.179213642,0.00E+00,-0.154815323,
85.6,-0.398383191,-0.473925823,0.00E+00,-0.436154507,
85.8,0.040302477,-0.019567934,0.00E+00,0.010367271,
86,0.144568154,0.102850972,0.00E+00,0.123709563,
86.2,0.049472423,-0.017778184,0.00E+00,0.015847119,
86.4,0.058642368,0.005130617,0.00E+00,0.031886492,
86.6,-0.019698402,-0.085430738,0.00E+00,-0.05256457,
86.8,0.102793958,0.052022069,0.00E+00,0.077408014,
87,0.029094766,-0.020283834,0.00E+00,0.004405466,
87.2,0.065887757,0.015869117,0.00E+00,0.040878437,
87.4,-0.255399966,-0.315353965,0.00E+00,-0.285376966,
87.6,-0.230154313,-0.303660931,0.00E+00,-0.266907622,
87.8,0.114341297,0.068249137,0.00E+00,0.091295217,
88,0.092718339,0.047249402,0.00E+00,0.069983871,
88.2,-0.009169946,-0.06991957,0.00E+00,-0.039544758,
88.4,0.090340945,0.032454135,0.00E+00,0.06139754,
88.6,0.099963728,0.044147169,0.00E+00,0.072055448,
88.8,0.064982084,0.007994217,0.00E+00,0.03648815,
89,0.02569849,-0.034363202,0.00E+00,-0.004332356,
89.2,0.044944054,-0.014914584,0.00E+00,0.015014735,
89.4,0.072680309,0.020880418,0.00E+00,0.046780364,
89.6,0.082303092,0.020999734,0.00E+00,0.051651413,
89.8,0.037132619,-0.011454401,0.00E+00,0.012839109,
90,0.020490866,-0.042954002,0.00E+00,-0.011231568,
90.2,0.10675628,0.054885669,0.00E+00,0.080820975,
90.4,0.058189531,0.014556634,0.00E+00,0.036373083,
90.6,0.047208238,-0.010499867,0.00E+00,0.018354186,
90.8,0.003056649,-0.050948219,0.00E+00,-0.023945785,
91,0.116492272,0.076124037,0.00E+00,0.096308154,
