QuickDAQ Data,,,,,
01-01-0001 00:00:00,,,,,
Notes:,,,,,
Sample Rate:,6000, Hz,,,
Measurement Type,Time Waveform,Time Waveform,Counter/Tach Freq Data,,
Channel Name,DT9837-A(00).Ain 0,DT9837-A(00).Ain 1,DT9837-A(00).Tach 0,,
X Axis Units,Samples,Samples,Samples,,
Y Axis Units,g,g,Hz,,
milliSeconds,Real,Real,Real,avearge,max
18.5,0.082076673,-0.009545334,0.00E+00,0.03626567,
18.66666667,0.016868172,-0.075766087,0.00E+00,-0.029448958,
18.83333333,0.071321799,-0.014675951,0.00E+00,0.028322924,
19,0.181134728,0.080300121,0.00E+00,0.130717424,
19.16666667,0.064416038,-0.025295135,0.00E+00,0.019560451,
19.33333333,0.083661602,-0.007994217,0.00E+00,0.037833693,
19.5,0.03135895,-0.053811819,0.00E+00,-0.011226435,
19.66666667,0.097812753,8.35E-04,0.00E+00,0.049323985,
19.83333333,0.133020816,0.044624436,0.00E+00,0.088822626,
20,0.069623661,-0.026607618,0.00E+00,0.021508021,
20.16666667,0.092265502,0.010141917,0.00E+00,0.05120371,
20.33333333,0.010528456,-0.080180804,0.00E+00,-0.034826174,
20.5,0.090454155,-5.97E-04,0.00E+00,0.044928786,
20.66666667,0.120341385,0.028755318,0.00E+00,0.074548351,
20.83333333,0.047095029,-0.046772136,0.00E+00,0.000161447,
21,0.087171088,-3.58E-04,0.00E+00,0.043406569,
21.16666667,0.008151063,-0.090203404,0.00E+00,-0.041026171,
21.33333333,0.066000966,-0.030187118,0.00E+00,0.017906924,
21.5,0.118869665,0.030187118,0.00E+00,0.074528392,
21.66666667,0.066793431,-0.029232585,0.00E+00,0.018780423,
21.83333333,0.051510188,-0.032573452,0.00E+00,0.009468368,
22,0.010641665,-0.083760304,0.00E+00,-0.036559319,
22.16666667,0.070189707,-0.021238368,0.00E+00,0.02447567,
22.33333333,0.116492272,0.030903018,0.00E+00,0.073697645,
22.5,0.051849816,-0.037346119,0.00E+00,0.007251849,
22.66666667,0.067019849,-0.015391851,0.00E+00,0.025813999,
22.83333333,-0.016302126,-0.106191839,0.00E+00,-0.061246982,
23,0.079812489,-0.022908801,0.00E+00,0.028451844,
23.16666667,0.100756192,0.011812351,0.00E+00,0.056284271,
23.33333333,0.056378184,-0.045101702,0.00E+00,0.005638241,
23.5,0.062717899,-0.025295135,0.00E+00,0.018711382,
23.66666667,0.079472862,-0.012289617,0.00E+00,0.033591622,
23.83333333,0.034981644,-0.053573186,0.00E+00,-0.009295771,
24,0.007811435,-0.097243088,0.00E+00,-0.044715827,
24.16666667,0.134379326,0.044147169,0.00E+00,0.089263247,
24.33333333,0.090001318,0.008710117,0.00E+00,0.049355717,
24.5,0.071095381,-0.018971351,0.00E+00,0.026062015,
24.66666667,0.11388846,0.023624701,0.00E+00,0.068756581,
24.83333333,0.061132971,-0.026965568,0.00E+00,0.017083701,
25,0.106643071,0.008829434,0.00E+00,0.057736252,
25.16666667,-0.066793431,-0.142106157,0.00E+00,-0.104449794,
25.33333333,-0.516120764,-0.638463514,0.00E+00,-0.577292139,
25.5,-0.182832866,-0.312013099,0.00E+00,-0.247422982,
25.66666667,0.208531355,0.121106423,0.00E+00,0.164818889,
25.83333333,0.126907519,0.049635736,0.00E+00,0.088271627,
26,0.092944757,8.35E-04,0.00E+00,0.046889987,
26.16666667,0.051510188,-0.037226802,0.00E+00,0.007141693,
26.33333333,0.018113473,-0.079584221,0.00E+00,-0.030735374,
26.5,0.150568242,0.063237836,0.00E+00,0.106903039,
26.66666667,0.062151853,-0.021477001,0.00E+00,0.020337426,
26.83333333,0.042453452,-0.056436786,0.00E+00,-0.006991667,
27,0.027849464,-0.066817337,0.00E+00,-0.019483936,
27.16666667,0.025132443,-0.072902487,0.00E+00,-0.023885022,
27.33333333,0.117511155,0.024101968,0.00E+00,0.070806561,
27.5,0.044717636,-0.036988169,0.00E+00,0.003864734,
27.66666667,0.081397418,-0.022192901,0.00E+00,0.029602259,
27.83333333,0.003849113,-0.086743221,0.00E+00,-0.041447054,
28,0.004867996,-0.089964771,0.00E+00,-0.042548388,
28.16666667,0.136530301,0.043431269,0.00E+00,0.089980785,
28.33333333,0.059661251,-0.025295135,0.00E+00,0.017183058,
28.5,0.081623837,-0.019925884,0.00E+00,0.030848976,
28.66666667,0.031472159,-0.054169769,0.00E+00,-0.011348805,
28.83333333,0.030566485,-0.07707857,0.00E+00,-0.023256043,
29,0.156681539,0.070396837,0.00E+00,0.113539188,
29.16666667,0.071661427,-0.009903284,0.00E+00,0.030879071,
29.33333333,0.103133586,0.008471484,0.00E+00,0.055802535,
29.5,-0.010188828,-0.090680671,0.00E+00,-0.05043475,
29.66666667,0.050830933,-0.048919836,0.00E+00,0.000955549,
29.83333333,0.153398472,0.07278317,0.00E+00,0.113090821,
30,0.077208678,-0.004772667,0.00E+00,0.036218005,
30.16666667,0.09260513,-0.00823285,0.00E+00,0.04218614,
30.33333333,0.015962498,-0.06526622,0.00E+00,-0.024651861,
30.5,0.059548042,-0.043669902,0.00E+00,0.00793907,
30.66666667,0.176719569,0.094737438,0.00E+00,0.135728503,
30.83333333,0.090680573,0.005249934,0.00E+00,0.047965253,
31,0.128379238,0.047010769,0.00E+00,0.087695004,
31.16666667,0.036566573,-0.042596052,0.00E+00,-0.00301474,
31.33333333,0.059208414,-0.031738235,0.00E+00,0.01373509,
31.5,0.177172405,0.100464638,0.00E+00,0.138818522,
31.66666667,0.100642983,0.010380551,0.00E+00,0.055511767,
31.83333333,0.110378975,0.020641784,0.00E+00,0.065510379,
32,0.034415598,-0.048681202,0.00E+00,-0.007132802,
32.16666667,0.074491657,-0.018374768,0.00E+00,0.028058445,
32.33333333,0.182832866,0.098078305,0.00E+00,0.140455585,
32.5,0.086718251,-0.009903284,0.00E+00,0.038407484,
32.66666667,0.110605393,0.035795002,0.00E+00,0.073200197,
32.83333333,0.036679782,-0.040925619,0.00E+00,-0.002122918,
33,0.065887757,-0.030306435,0.00E+00,0.017790661,
33.16666667,0.163474092,0.083640987,0.00E+00,0.12355754,
33.33333333,0.076755841,-0.015033901,0.00E+00,0.03086097,
33.5,0.110265765,0.020761101,0.00E+00,0.065513433,
33.66666667,0.033962761,-0.050351636,0.00E+00,-0.008194437,
33.83333333,0.096907079,-0.003102234,0.00E+00,0.046902423,
34,0.150794661,0.06526622,0.00E+00,0.10803044,
34.16666667,0.072680309,-0.020403151,0.00E+00,0.026138579,
34.33333333,0.104378887,0.015869117,0.00E+00,0.060124002,
34.5,0.03984964,-0.046891452,0.00E+00,-0.003520906,
34.66666667,0.065774548,-0.028039418,0.00E+00,0.018867565,
34.83333333,0.145360619,0.056078836,0.00E+00,0.100719728,
35,0.077774724,-0.006681734,0.00E+00,0.035546495,
35.16666667,0.11954892,0.036510902,0.00E+00,0.078029911,
35.33333333,0.066227385,-0.022073584,0.00E+00,0.0220769,
35.5,0.105171351,-0.009903284,0.00E+00,0.047634034,
35.66666667,0.150228615,0.06777187,0.00E+00,0.109000242,
35.83333333,0.080718163,-0.022670168,0.00E+00,0.029023998,
36,0.093850431,1.19E-04,0.00E+00,0.046984874,
36.16666667,0.026151326,-0.053931136,0.00E+00,-0.013889905,
36.33333333,0.055019674,-0.042238102,0.00E+00,0.006390786,
36.5,0.135624627,0.047249402,0.00E+00,0.091437015,
36.66666667,0.074491657,-0.013840734,0.00E+00,0.030325461,
36.83333333,0.078453979,-0.009068067,0.00E+00,0.034692956,
37,0.009509573,-0.07636267,0.00E+00,-0.033426549,
37.16666667,0.062717899,-0.033885935,0.00E+00,0.014415982,
37.33333333,0.126341473,0.035198418,0.00E+00,0.080769945,
37.5,0.064868874,-0.023386068,0.00E+00,0.020741403,
37.66666667,0.08252951,-0.002744284,0.00E+00,0.039892613,
37.83333333,0.011773757,-0.067891187,0.00E+00,-0.028058715,
38,0.062944318,-0.039732452,0.00E+00,0.011605933,
38.16666667,0.144115318,0.054289086,0.00E+00,0.099202202,
38.33333333,0.086944669,7.16E-04,0.00E+00,0.043830285,
38.5,0.115926226,0.036272268,0.00E+00,0.076099247,
38.66666667,0.023434305,-0.06061287,0.00E+00,-0.018589282,
38.83333333,0.067246268,-0.040448352,0.00E+00,0.013398958,
39,0.154304146,0.078033104,0.00E+00,0.116168625,
39.16666667,0.077208678,-0.008829434,0.00E+00,0.034189622,
39.33333333,0.11536018,0.030187118,0.00E+00,0.072773649,
39.5,0.005547251,-0.086027321,0.00E+00,-0.040240035,
39.66666667,0.096341033,-0.006323784,0.00E+00,0.045008625,
39.83333333,0.129850958,0.047726669,0.00E+00,0.088788813,
40,0.100869401,0.018374768,0.00E+00,0.059622085,
40.16666667,0.096114615,0.019329301,0.00E+00,0.057721958,
40.33333333,0.071887845,-0.016704334,0.00E+00,0.027591755,
40.5,0.060906552,-0.032334818,0.00E+00,0.014285867,
40.66666667,0.042566661,-0.043192635,0.00E+00,-0.000312987,
40.83333333,-0.201285966,-0.271684063,0.00E+00,-0.236485015,
41,-0.472082384,-0.587038029,0.00E+00,-0.529560206,
41.16666667,-0.049359213,-0.166446758,0.00E+00,-0.107902986,
41.33333333,0.100416565,0.022073584,0.00E+00,0.061245075,
41.5,0.122831987,0.038658602,0.00E+00,0.080745295,
41.66666667,0.079586071,-0.012170301,0.00E+00,0.033707885,
41.83333333,0.08535974,-0.012170301,0.00E+00,0.03659472,
42,0.042793079,-0.047010769,0.00E+00,-0.002108845,
42.16666667,0.003622695,-0.093067005,0.00E+00,-0.044722155,
42.33333333,0.1266811,0.037465435,0.00E+00,0.082073268,
42.5,0.079472862,-0.001551117,0.00E+00,0.038960873,
42.66666667,0.05547251,-0.036033635,0.00E+00,0.009719438,
42.83333333,0.03701941,-0.048919836,0.00E+00,-0.005950213,
43,0.017434218,-0.075766087,0.00E+00,-0.029165935,
43.16666667,0.126001845,0.035079102,0.00E+00,0.080540473,
43.33333333,0.066114176,-0.020403151,0.00E+00,0.022855512,
43.5,0.071435008,-0.017539551,0.00E+00,0.026947729,
43.66666667,0.014490778,-0.063953736,0.00E+00,-0.024731479,
43.83333333,-0.011660548,-0.105714572,0.00E+00,-0.05868756,
44,0.14377569,0.051186853,0.00E+00,0.097481271,
44.16666667,0.073585983,-0.011573717,0.00E+00,0.031006133,
44.33333333,0.05977446,-0.026965568,0.00E+00,0.016404446,
44.5,0.02841551,-0.070158203,0.00E+00,-0.020871347,
44.66666667,0.034868435,-0.075169504,0.00E+00,-0.020150534,
44.83333333,0.144568154,0.05774927,0.00E+00,0.101158712,
45,0.068491569,-0.030903018,0.00E+00,0.018794275,
45.16666667,0.073925611,-0.0085908,0.00E+00,0.032667405,
45.33333333,0.053321535,-0.051306169,0.00E+00,0.001007683,
45.5,0.03135895,-0.083163721,0.00E+00,-0.025902386,
45.66666667,0.134152908,0.056078836,0.00E+00,0.095115872,
45.83333333,0.084680485,-0.002624967,0.00E+00,0.041027759,
46,0.067812314,-0.024698551,0.00E+00,0.021556881,
46.16666667,0.035434481,-0.056317469,0.00E+00,-0.010441494,
46.33333333,0.021056912,-0.072663854,0.00E+00,-0.025803471,
46.5,0.132115142,0.049755052,0.00E+00,0.090935097,
46.66666667,0.045170473,-0.025414451,0.00E+00,0.009878011,
46.83333333,0.088076761,-0.00465335,0.00E+00,0.041711706,
47,0.026490954,-0.06276057,0.00E+00,-0.018134808,
47.16666667,0.007585017,-0.093782905,0.00E+00,-0.043098944,
47.33333333,0.128266029,0.038897235,0.00E+00,0.083581632,
47.5,0.062944318,-0.026368985,0.00E+00,0.018287667,
47.66666667,0.080944581,-0.016704334,0.00E+00,0.032120124,
47.83333333,0.031924996,-0.045936919,0.00E+00,-0.007005962,
48,0.028868347,-0.062999203,0.00E+00,-0.017065428,
48.16666667,0.143322853,0.055004986,0.00E+00,0.09916392,
48.33333333,0.053887581,-0.022073584,0.00E+00,0.015906999,
48.5,0.070755753,-0.010141917,0.00E+00,0.030306918,
48.66666667,0.043811962,-0.048084619,0.00E+00,-0.002136328,
48.83333333,0.027849464,-0.056914053,0.00E+00,-0.014532294,
49,0.141285088,0.052857286,0.00E+00,0.097071187,
49.16666667,0.069397243,-0.013721417,0.00E+00,0.027837913,
49.33333333,0.090114527,-8.35E-04,0.00E+00,0.044639655,
49.5,0.03984964,-0.038419969,0.00E+00,0.000714836,
49.66666667,0.032943879,-0.064073053,0.00E+00,-0.015564587,
49.83333333,0.155096611,0.07063547,0.00E+00,0.11286604,
50,0.051057351,-0.034482518,0.00E+00,0.008287417,
50.16666667,0.104378887,0.015511167,0.00E+00,0.059945027,
50.33333333,0.062038644,-0.024579235,0.00E+00,0.018729705,
50.5,0.033962761,-0.065743487,0.00E+00,-0.015890363,
50.66666667,0.17366292,0.081851237,0.00E+00,0.127757079,
50.83333333,0.090680573,0.010380551,0.00E+00,0.050530562,
51,0.127813192,0.046294869,0.00E+00,0.087054031,
51.16666667,0.06260469,0.0014318,0.00E+00,0.032018245,
51.33333333,0.064189619,-0.031022335,0.00E+00,0.016583642,
51.5,0.167323205,0.091277254,0.00E+00,0.12930023,
51.66666667,0.100190146,0.028039418,0.00E+00,0.064114782,
51.83333333,0.121699895,0.034482518,0.00E+00,0.078091207,
52,0.061019761,-0.026011035,0.00E+00,0.017504363,
52.16666667,0.061699017,-0.030425752,0.00E+00,0.015636633,
52.33333333,0.170379853,0.092470421,0.00E+00,0.131425137,
52.5,0.092944757,0.018732718,0.00E+00,0.055838737,
52.66666667,0.141511506,0.055601569,0.00E+00,0.098556538,
52.83333333,0.054793255,-0.030783702,0.00E+00,0.012004777,
53,0.05558572,-0.038897235,0.00E+00,0.008344242,
53.16666667,0.158945723,0.076839937,0.00E+00,0.11789283,
53.33333333,0.099737309,0.028516685,0.00E+00,0.064126997,
53.5,0.117171527,0.018613401,0.00E+00,0.067892464,
53.66666667,0.031019322,-0.051783436,0.00E+00,-0.010382057,
53.83333333,0.074378448,-0.019209984,0.00E+00,0.027584232,
54,0.170606272,0.077913787,0.00E+00,0.124260029,
54.16666667,0.094529686,0.010499867,0.00E+00,0.052514777,
54.33333333,0.11105823,0.023863335,0.00E+00,0.067460782,
54.5,0.021509749,-0.058703803,0.00E+00,-0.018597027,
54.66666667,0.064302828,-0.030187118,0.00E+00,0.017057855,
54.83333333,0.156341912,0.075766087,0.00E+00,0.116053999,
55,0.08400123,-0.006681734,0.00E+00,0.038659748,
55.16666667,0.125775426,0.025653085,0.00E+00,0.075714256,
55.33333333,0.047095029,-0.028278051,0.00E+00,0.009408489,
55.5,0.072906728,-0.025891718,0.00E+00,0.023507505,
55.66666667,0.178191288,0.080180804,0.00E+00,0.129186046,
55.83333333,0.049359213,-0.038658602,0.00E+00,0.005350306,
56,0.081850255,-0.005846517,0.00E+00,0.038001869,
56.16666667,0.004415159,-0.068368453,0.00E+00,-0.031976647,
56.33333333,0.072001054,-0.018732718,0.00E+00,0.026634168,
56.5,-0.313929125,-0.393029119,0.00E+00,-0.353479122,
56.66666667,-0.433251627,-0.562100844,0.00E+00,-0.497676235,
56.83333333,-0.097359916,-0.21119051,0.00E+00,-0.154275213,
57,-0.099397682,-0.202122443,0.00E+00,-0.150760062,
57.16666667,0.006452925,-0.092470421,0.00E+00,-0.043008748,
57.33333333,0.087850343,0.00608515,0.00E+00,0.046967747,
57.5,0.14241718,0.046294869,0.00E+00,0.094356024,
57.66666667,0.075850167,-0.010141917,0.00E+00,0.032854125,
57.83333333,0.090340945,-0.006204467,0.00E+00,0.042068239,
58,0.092039083,0.002624967,0.00E+00,0.047332025,
58.16666667,0.100529774,0.014318001,0.00E+00,0.057423887,
58.33333333,0.079472862,0.00E+00,0.00E+00,0.039736431,
58.5,0.115020552,0.020283834,0.00E+00,0.067652193,
58.66666667,0.049698841,-0.027681468,0.00E+00,0.011008686,
58.83333333,-0.00147172,-0.085788688,0.00E+00,-0.043630204,
59,0.128379238,0.040209719,0.00E+00,0.084294478,
59.16666667,0.085812577,-0.00322155,0.00E+00,0.041295514,
59.33333333,0.073925611,-0.010977134,0.00E+00,0.031474238,
59.5,0.056717812,-0.039493819,0.00E+00,0.008611997,
59.66666667,-0.012226594,-0.092112471,0.00E+00,-0.052169533,
59.83333333,0.125549008,0.041522202,0.00E+00,0.083535605,
60,0.073472774,-0.0021477,0.00E+00,0.035662537,
60.16666667,0.059095205,-0.021119051,0.00E+00,0.018988077,
60.33333333,0.06260469,-0.016704334,0.00E+00,0.022950178,
60.5,0.006566134,-0.079584221,0.00E+00,-0.036509043,
60.66666667,0.128832075,0.044505119,0.00E+00,0.086668597,
60.83333333,0.060114088,-0.026607618,0.00E+00,0.016753235,
61,0.06554813,-0.028278051,0.00E+00,0.018635039,
61.16666667,0.054566837,-0.032573452,0.00E+00,0.010996693,
61.33333333,-0.001018883,-0.093902221,0.00E+00,-0.047460552,
61.5,0.122039523,0.023028118,0.00E+00,0.07253382,
61.66666667,0.075284121,-0.013840734,0.00E+00,0.030721694,
61.83333333,0.072340682,-0.022431534,0.00E+00,0.024954574,
62,0.038604339,-0.041402885,0.00E+00,-0.001399273,
62.16666667,0.012000176,-0.081373971,0.00E+00,-0.034686897,
62.33333333,0.106077025,0.018136134,0.00E+00,0.06210658,
62.5,0.068944406,-0.018255451,0.00E+00,0.025344477,
62.66666667,0.075170912,-0.011215767,0.00E+00,0.031977572,
62.83333333,0.014037941,-0.061567403,0.00E+00,-0.023764731,
63,-0.02852872,-0.118362139,0.00E+00,-0.073445429,
63.16666667,0.150228615,0.051186853,0.00E+00,0.100707734,
63.33333333,0.081510627,-0.003102234,0.00E+00,0.039204197,
63.5,0.075057703,-0.012886201,0.00E+00,0.031085751,
63.66666667,0.04267987,-0.039732452,0.00E+00,0.001473709,
63.83333333,-0.013811523,-0.102731655,0.00E+00,-0.058271589,
64,0.136190673,0.049635736,0.00E+00,0.092913205,
64.16666667,0.073019937,-0.009426017,0.00E+00,0.03179696,
64.33333333,0.076076586,-0.013363467,0.00E+00,0.031356559,
64.5,0.063170736,-0.023147435,0.00E+00,0.020011651,
64.66666667,0.014037941,-0.088532971,0.00E+00,-0.037247515,
64.83333333,0.117397945,0.031976868,0.00E+00,0.074687407,
65,0.106303443,0.009426017,0.00E+00,0.05786473,
65.16666667,0.079812489,-0.018016818,0.00E+00,0.030897836,
65.33333333,0.004528368,-0.092470421,0.00E+00,-0.043971027,
65.5,0.019019146,-0.111799722,0.00E+00,-0.046390288,
65.66666667,0.14807764,0.040806302,0.00E+00,0.094441971,
65.83333333,0.077887933,-0.012050984,0.00E+00,0.032918474,
66,0.069057615,-0.023982651,0.00E+00,0.022537482,
66.16666667,0.022415423,-0.082089871,0.00E+00,-0.029837224,
66.33333333,0.016415335,-0.080538754,0.00E+00,-0.03206171,
66.5,0.128605657,0.034124568,0.00E+00,0.081365112,
66.66666667,0.07551054,-0.005249934,0.00E+00,0.035130303,
66.83333333,0.073133146,-0.006681734,0.00E+00,0.033225706,
67,0.044038381,-0.046772136,0.00E+00,-0.001366878,
67.16666667,0.031019322,-0.06061287,0.00E+00,-0.014796774,
67.33333333,0.135737837,0.046414186,0.00E+00,0.091076011,
67.5,0.093284385,0.00178975,0.00E+00,0.047537067,
67.66666667,0.087623925,-0.009545334,0.00E+00,0.039039295,
67.83333333,0.037698665,-0.044147169,0.00E+00,-0.003224252,
68,0.020604075,-0.078510371,0.00E+00,-0.028953148,
68.16666667,0.166304322,0.078987637,0.00E+00,0.122645979,
68.33333333,0.069850079,-0.006681734,0.00E+00,0.031584173,
68.5,0.081510627,-0.002744284,0.00E+00,0.039383172,
68.66666667,0.047208238,-0.037584752,0.00E+00,0.004811743,
68.83333333,0.023547515,-0.065146903,0.00E+00,-0.020799694,
69,0.146266293,0.052976603,0.00E+00,0.099621448,
69.16666667,0.095208941,0.010261234,0.00E+00,0.052735088,
69.33333333,0.08830318,0.006204467,0.00E+00,0.047253823,
