QuickDAQ Data,,,,,
01-01-0001 00:00:00,,,,,
Notes:,,,,,
Sample Rate:,1000.11596, Hz,,,
Measurement Type,Time Waveform,Time Waveform,Counter/Tach Freq Data,,
Channel Name,DT9837-A(00).Ain 0,DT9837-A(00).Ain 1,DT9837-A(00).Tach 0,,
X Axis Units,Samples,Samples,Samples,,
Y Axis Units,g,g,Hz,,
milliSeconds,Real,Real,Real,average,max
109.9872464,0.125096171,0.095811288,0.00E+00,0.11045373,
110.9871304,0.099737309,0.066936653,0.00E+00,0.083336981,
111.9870145,0.074831284,0.068726403,0.00E+00,0.071778844,
112.9868986,0.072680309,0.051425486,0.00E+00,0.062052898,
113.9867826,0.113548832,0.061448086,0.00E+00,0.087498459,
114.9866667,0.075736958,0.042118785,0.00E+00,0.058927872,
115.9865507,0.090793782,0.065146903,0.00E+00,0.077970343,
116.9864348,0.098492008,0.05918107,0.00E+00,0.078836539,
117.9863188,0.085699368,0.064073053,0.00E+00,0.074886211,
118.9862029,0.098039171,0.064788953,0.00E+00,0.081414062,
119.986087,0.060680134,0.019806568,0.00E+00,0.040243351,
120.985971,0.073472774,0.038181335,0.00E+00,0.055827055,
121.9858551,0.05977446,0.016585018,0.00E+00,0.038179739,
122.9857391,0.102907167,0.072902487,0.00E+00,0.087904827,
123.9856232,-0.196304761,-0.232548195,0.00E+00,-0.214426478,
124.9855072,-0.032151414,-0.087817071,0.00E+00,-0.059984243,
125.9853913,0.13517179,0.092470421,0.00E+00,0.113821106,
126.9852754,0.050038469,0.010141917,0.00E+00,0.030090193,
127.9851594,0.09113341,0.056675419,0.00E+00,0.073904415,
128.9850435,0.063057527,0.030903018,0.00E+00,0.046980273,
129.9849275,0.108567627,0.079703537,0.00E+00,0.094135582,
130.9848116,0.083321975,0.050590269,0.00E+00,0.066956122,
131.9846957,0.127360355,0.083283037,0.00E+00,0.105321696,
132.9845797,0.074152029,0.040329035,0.00E+00,0.057240532,
133.9844638,0.089548481,0.051544803,0.00E+00,0.070546642,
134.9843478,0.061585807,0.032215502,0.00E+00,0.046900655,
135.9842319,0.094756104,0.07457292,0.00E+00,0.084664512,
136.9841159,0.077435096,0.040806302,0.00E+00,0.059120699,
137.984,0.123058406,0.097720355,0.00E+00,0.11038938,
138.9838841,0.014490778,-0.020999734,0.00E+00,-0.003254478,
139.9837681,-0.085699368,-0.133157407,0.00E+00,-0.109428387,
140.9836522,0.105058142,0.068368453,0.00E+00,0.086713298,
141.9835362,0.051510188,0.022789484,0.00E+00,0.037149836,
142.9834203,0.066680222,0.036033635,0.00E+00,0.051356928,
143.9833043,0.067019849,0.031141652,0.00E+00,0.04908075,
144.9831884,0.122265941,0.06991957,0.00E+00,0.096092756,
145.9830725,0.074604866,0.039613135,0.00E+00,0.057109001,
146.9829565,0.075057703,0.042238102,0.00E+00,0.058647902,
147.9828406,0.075284121,0.045698286,0.00E+00,0.060491203,
148.9827246,0.08252951,0.053095919,0.00E+00,0.067812715,
149.9826087,0.106643071,0.065743487,0.00E+00,0.086193279,
150.9824928,0.103473213,0.06240262,0.00E+00,0.082937916,
151.9823768,0.091473037,0.053095919,0.00E+00,0.072284478,
152.9822609,0.050830933,0.018255451,0.00E+00,0.034543192,
153.9821449,0.110492184,0.077913787,0.00E+00,0.094202985,
154.982029,-0.049359213,-0.083163721,0.00E+00,-0.066261467,
155.981913,0.05841595,0.018136134,0.00E+00,0.038276042,
156.9817971,0.103020376,0.073737704,0.00E+00,0.08837904,
157.9816812,0.073133146,0.034482518,0.00E+00,0.053807832,
158.9815652,0.094416477,0.055720886,0.00E+00,0.075068681,
159.9814493,0.042000615,0.00608515,0.00E+00,0.024042883,
160.9813333,0.082416301,0.047249402,0.00E+00,0.064832852,
161.9812174,0.0086039,-0.006204467,0.00E+00,0.001199716,
162.9811014,0.03554769,0.010738501,0.00E+00,0.023143095,
163.9809855,0.093284385,0.048919836,0.00E+00,0.07110211,
164.9808696,0.094642895,0.056198153,0.00E+00,0.075420524,
165.9807536,0.080265326,0.035317735,0.00E+00,0.057791531,
166.9806377,0.108001581,0.050113002,0.00E+00,0.079057292,
167.9805217,0.07686905,0.039971085,0.00E+00,0.058420068,
168.9804058,0.0996241,0.071470687,0.00E+00,0.085547394,
169.9802899,0.097473125,0.056556103,0.00E+00,0.077014614,
170.9801739,-0.036679782,-0.077913787,0.00E+00,-0.057296785,
171.980058,0.124077288,0.061806036,0.00E+00,0.092941662,
172.979942,0.073359565,0.023505385,0.00E+00,0.048432475,
173.9798261,0.082076673,0.038897235,0.00E+00,0.060486954,
174.9797101,0.050604515,0.023982651,0.00E+00,0.037293583,
175.9795942,0.081397418,0.042834685,0.00E+00,0.062116052,
176.9794783,0.113209205,0.060851503,0.00E+00,0.087030354,
177.9793623,0.091925874,0.060016286,0.00E+00,0.07597108,
178.9792464,0.088642807,0.046294869,0.00E+00,0.067468838,
179.9791304,0.056491393,0.014556634,0.00E+00,0.035524014,
180.9790145,0.064302828,0.022908801,0.00E+00,0.043605815,
181.9788986,0.061472598,0.007994217,0.00E+00,0.034733408,
182.9787826,0.090001318,0.041641519,0.00E+00,0.065821418,
183.9786667,0.05558572,0.024101968,0.00E+00,0.039843844,
184.9785507,0.10245433,0.068010503,0.00E+00,0.085232417,
185.9784348,-0.011207711,-0.047368719,0.00E+00,-0.029288215,
186.9783188,-0.029321184,-0.06920367,0.00E+00,-0.049262427,
187.9782029,0.118530037,0.076601304,0.00E+00,0.097565671,
188.978087,0.056717812,0.012289617,0.00E+00,0.034503714,
189.977971,0.157247585,0.113708789,0.00E+00,0.135478187,
190.9778551,-0.020377657,-0.055601569,0.00E+00,-0.037989613,
191.9777391,0.071774636,0.039016552,0.00E+00,0.055395594,
192.9776232,0.098605217,0.059777653,0.00E+00,0.079191435,
193.9775072,0.072114263,0.021596318,0.00E+00,0.046855291,
194.9773913,0.091359828,0.048681202,0.00E+00,0.070020515,
195.9772754,0.059095205,0.025414451,0.00E+00,0.042254828,
196.9771594,0.085586159,0.060851503,0.00E+00,0.073218831,
197.9770435,0.06690664,0.031260968,0.00E+00,0.049083804,
198.9769275,0.107888372,0.07349907,0.00E+00,0.090693721,
199.9768116,0.027849464,-0.011454401,0.00E+00,0.008197532,
200.9766957,0.085133322,0.054289086,0.00E+00,0.069711204,
201.9765797,-0.166757159,-0.20582126,0.00E+00,-0.186289209,
202.9764638,-0.321853769,-0.377995218,0.00E+00,-0.349924494,
203.9763478,-0.347891886,-0.392909802,0.00E+00,-0.370400844,
204.9762319,-0.340646497,-0.381216769,0.00E+00,-0.360931633,
205.9761159,-0.367590288,-0.423335554,0.00E+00,-0.395462921,
206.976,-0.501629986,-0.569856428,0.00E+00,-0.535743207,
207.9758841,-0.661707802,-0.738808836,0.00E+00,-0.700258319,
208.9757681,-0.622424208,-0.688695834,0.00E+00,-0.655560021,
209.9756522,-0.763369668,-0.835932607,0.00E+00,-0.799651137,
210.9755362,-1.285830147,-1.37727235,0.00E+00,-1.331551249,
211.9754203,-0.655481295,-0.74549057,0.00E+00,-0.700485932,
212.9753043,-0.690689358,-0.783552588,0.00E+00,-0.737120973,
213.9751884,-0.659783245,-0.730695302,0.00E+00,-0.695239274,
214.9750725,-0.744350521,-0.82829634,0.00E+00,-0.786323431,
215.9749565,-0.615971283,-0.6906049,0.00E+00,-0.653288092,
216.9748406,-0.672802304,-0.742030386,0.00E+00,-0.707416345,
217.9747246,-0.649820835,-0.721985185,0.00E+00,-0.68590301,
218.9746087,-0.896164065,-0.983646648,0.00E+00,-0.939905356,
219.9744928,-0.879295893,-0.975294481,0.00E+00,-0.927295187,
220.9743768,-0.737557969,-0.809205673,0.00E+00,-0.773381821,
221.9742609,-0.691255404,-0.773529988,0.00E+00,-0.732392696,
222.9741449,-0.680726948,-0.768160737,0.00E+00,-0.724443843,
223.974029,-0.830502726,-0.896306844,0.00E+00,-0.863404785,
224.973913,-0.228456175,-0.294592864,0.00E+00,-0.26152452,
225.9737971,0.265928422,0.239587878,0.00E+00,0.25275815,
226.9736812,-0.571819693,-0.639775998,0.00E+00,-0.605797845,
227.9735652,-0.889484722,-0.976964914,0.00E+00,-0.933224818,
228.9734493,-0.592763396,-0.663758649,0.00E+00,-0.628261022,
229.9733333,-0.112643159,-0.151293541,0.00E+00,-0.13196835,
230.9732174,0.137209556,0.104998672,0.00E+00,0.121104114,
231.9731014,0.058529159,0.021954268,0.00E+00,0.040241713,
232.9729855,-0.07686905,-0.110487239,0.00E+00,-0.093678144,
233.9728696,-0.066340594,-0.122896173,0.00E+00,-0.094618383,
234.9727536,0.114680924,0.083760304,0.00E+00,0.099220614,
235.9726377,-0.01279264,-0.055720886,0.00E+00,-0.034256763,
236.9725217,0.071548217,0.044266486,0.00E+00,0.057907351,
237.9724058,0.014490778,-0.030903018,0.00E+00,-0.00820612,
238.9722899,0.070642544,0.028278051,0.00E+00,0.049460298,
239.9721739,-0.010981293,-0.054885669,0.00E+00,-0.032933481,
240.972058,0.070529335,0.030067802,0.00E+00,0.050298568,
241.971942,-0.003169858,-0.044385802,0.00E+00,-0.02377783,
242.9718261,0.126454682,0.075527454,0.00E+00,0.100991068,
243.9717101,-0.591518095,-0.637628298,0.00E+00,-0.614573196,
244.9715942,-0.662160638,-0.744297403,0.00E+00,-0.703229021,
245.9714783,-0.232871334,-0.295547398,0.00E+00,-0.264209366,
246.9713623,0.148304058,0.104044138,0.00E+00,0.126174098,
247.9712464,0.072340682,0.020999734,0.00E+00,0.046670208,
248.9711304,-0.078680397,-0.126356356,0.00E+00,-0.102518377,
249.9710145,0.093397594,0.063237836,0.00E+00,0.078317715,
250.9708986,0.119775339,0.07600472,0.00E+00,0.09789003,
251.9707826,0.085246531,0.055004986,0.00E+00,0.070125759,
252.9706667,0.106982699,0.080538754,0.00E+00,0.093760726,
253.9705507,0.088756017,0.045817602,0.00E+00,0.067286809,
254.9704348,0.090114527,0.066817337,0.00E+00,0.078465932,
255.9703188,0.070189707,0.026011035,0.00E+00,0.048100371,
256.9702029,0.117284736,0.07421497,0.00E+00,0.095749853,
257.970087,0.040755314,-0.013960051,0.00E+00,0.013397632,
258.969971,0.118416828,0.082686454,0.00E+00,0.100551641,
259.9698551,-0.076189795,-0.120748473,0.00E+00,-0.098469134,
260.9697391,-0.129850958,-0.183270409,0.00E+00,-0.156560683,
261.9696232,0.128718866,0.104521405,0.00E+00,0.116620135,
262.9695072,0.044830845,0.012289617,0.00E+00,0.028560231,
263.9693913,0.043472335,0.007039684,0.00E+00,0.025256009,
264.9692754,-0.009283155,-0.050113002,0.00E+00,-0.029698079,
265.9691594,0.136869929,0.105356622,0.00E+00,0.121113275,
266.9690435,0.065774548,0.024579235,0.00E+00,0.045176891,
267.9689275,0.100642983,0.066220753,0.00E+00,0.083431868,
268.9688116,0.063963201,0.024221285,0.00E+00,0.044092243,
269.9686957,0.135964255,0.099629422,0.00E+00,0.117796838,
270.9685797,0.101775075,0.068368453,0.00E+00,0.085071764,
271.9684638,0.124982962,0.093067005,0.00E+00,0.109024983,
272.9683478,0.048906376,0.048800519,0.00E+00,0.048853448,
273.9682319,0.155662657,0.097601038,0.00E+00,0.126631847,
274.9681159,0.099171263,0.06025492,0.00E+00,0.079713091,
275.968,0.127813192,0.085908004,0.00E+00,0.106860598,
276.9678841,-0.087963552,-0.118839406,0.00E+00,-0.103401479,
277.9677681,-0.003169858,-0.043073319,0.00E+00,-0.023121588,
278.9676522,0.133473652,0.088890921,0.00E+00,0.111182287,
279.9675362,-0.080491745,-0.118481456,0.00E+00,-0.0994866,
280.9674203,0.052189443,0.008113534,0.00E+00,0.030151489,
281.9673043,0.072906728,0.028755318,0.00E+00,0.050831023,
282.9671884,0.073812402,0.028636001,0.00E+00,0.051224201,
283.9670725,0.073699192,0.041522202,0.00E+00,0.057610697,
284.9669565,0.077208678,0.037584752,0.00E+00,0.057396715,
285.9668406,0.105171351,0.057272003,0.00E+00,0.081221677,
286.9667246,0.075057703,0.028636001,0.00E+00,0.051846852,
287.9666087,0.079812489,0.046652819,0.00E+00,0.063232654,
288.9664928,0.076076586,0.033408668,0.00E+00,0.054742627,
289.9663768,0.144794573,0.086385271,0.00E+00,0.115589922,
290.9662609,0.115926226,0.090680671,0.00E+00,0.103303448,
291.9661449,0.155889075,0.121822323,0.00E+00,0.138855699,
292.966029,0.075850167,0.05739132,0.00E+00,0.066620743,
293.965913,-0.056378184,-0.097958988,0.00E+00,-0.077168586,
294.9657971,0.047434657,0.021954268,0.00E+00,0.034694462,
295.9656812,-0.056378184,-0.093902221,0.00E+00,-0.075140203,
296.9655652,0.079586071,0.050709586,0.00E+00,0.065147828,
297.9654493,0.078114351,0.036630218,0.00E+00,0.057372285,
298.9653333,0.067472686,0.027204201,0.00E+00,0.047338444,
299.9652174,0.060000879,-0.00393745,0.00E+00,0.028031714,
300.9651014,0.066453803,0.015153217,0.00E+00,0.04080351,
301.9649855,0.064416038,0.043669902,0.00E+00,0.05404297,
302.9648696,0.098718427,0.076959254,0.00E+00,0.08783884,
303.9647536,0.106190234,0.059419703,0.00E+00,0.082804968,
304.9646377,0.11819041,0.07242522,0.00E+00,0.095307815,
305.9645217,0.083321975,0.054050453,0.00E+00,0.068686214,
306.9644058,0.076076586,0.037823385,0.00E+00,0.056949985,
307.9642899,0.066680222,0.044863069,0.00E+00,0.055771645,
308.9641739,0.075736958,0.015630484,0.00E+00,0.045683721,
309.964058,0.079472862,0.041641519,0.00E+00,0.06055719,
310.963942,-0.150341824,-0.192935059,0.00E+00,-0.171638442,
311.9638261,0.010302038,-0.004772667,0.00E+00,0.002764685,
312.9637101,0.127360355,0.089726138,0.00E+00,0.108543247,
313.9635942,0.118869665,0.084595521,0.00E+00,0.101732593,
314.9634783,0.178644125,0.102970288,0.00E+00,0.140807207,
315.9633623,0.047774284,0.008829434,0.00E+00,0.028301859,
316.9632464,0.104265678,0.06812982,0.00E+00,0.086197749,
317.9631304,0.098492008,0.07170932,0.00E+00,0.085100664,
318.9630145,0.11819041,0.111322455,0.00E+00,0.114756433,
319.9628986,0.104944933,0.038777919,0.00E+00,0.071861426,
320.9627826,0.060000879,0.010022601,0.00E+00,0.03501174,
321.9626667,0.016075707,-0.039851769,0.00E+00,-0.011888031,
322.9625507,0.017434218,0.022312218,0.00E+00,0.019873218,
323.9624348,0.087850343,0.045221019,0.00E+00,0.066535681,
324.9623188,0.022302213,0.005846517,0.00E+00,0.014074365,
325.9622029,0.076982259,0.037823385,0.00E+00,0.057402822,
326.962087,-0.073812402,-0.133276723,0.00E+00,-0.103544562,
327.961971,0.064302828,0.042118785,0.00E+00,0.053210807,
328.9618551,0.08830318,0.073737704,0.00E+00,0.081020442,
329.9617391,0.159172142,0.123134806,0.00E+00,0.141153474,
330.9616232,0.148530477,0.082686454,0.00E+00,0.115608465,
331.9615072,0.106869489,0.063715103,0.00E+00,0.085292296,
332.9613913,0.069623661,0.031738235,0.00E+00,0.050680948,
333.9612754,0.104265678,0.082567137,0.00E+00,0.093416407,
334.9611594,0.049132795,0.030425752,0.00E+00,0.039779273,
335.9610435,0.056264975,0.047010769,0.00E+00,0.051637872,
336.9609275,0.13098305,0.054050453,0.00E+00,0.092516751,
337.9608116,0.051963025,-0.046294869,0.00E+00,0.002834078,
338.9606957,0.053661163,0.051544803,0.00E+00,0.052602983,
339.9605797,0.043925171,0.07672062,0.00E+00,0.060322896,
340.9604638,0.102227912,0.082686454,0.00E+00,0.092457183,
341.9603478,0.041434569,-0.122896173,0.00E+00,-0.040730802,
342.9602319,-0.091020201,-0.153560558,0.00E+00,-0.122290379,
343.9601159,0.049585632,0.061925353,0.00E+00,0.055755492,
344.96,0.079925699,0.158929808,0.00E+00,0.119427753,
345.9598841,0.10256754,0.045340336,0.00E+00,0.073953938,
346.9597681,0.123511242,0.016107751,0.00E+00,0.069809497,
347.9596522,0.024339979,-0.06884572,0.00E+00,-0.022252871,
348.9595362,0.05841595,0.050470953,0.00E+00,0.054443451,
349.9594203,0.095774987,0.112276989,0.00E+00,0.104025988,
350.9593043,0.134266117,0.143657274,0.00E+00,0.138961695,
351.9591884,0.103246795,0.004772667,0.00E+00,0.054009731,
352.9590725,0.062038644,-0.042476735,0.00E+00,0.009780954,
353.9589565,-0.006566134,-0.045459652,0.00E+00,-0.026012893,
354.9588406,0.072227473,0.082567137,0.00E+00,0.077397305,
355.9587246,0.12237915,0.117407606,0.00E+00,0.119893378,
356.9586087,0.216569209,0.148071991,0.00E+00,0.1823206,
357.9584928,-0.041094941,-0.159049124,0.00E+00,-0.100072033,
358.9583768,-0.140492623,-0.219542677,0.00E+00,-0.18001765,
359.9582609,-0.069963289,-0.067533237,0.00E+00,-0.068748263,
360.9581449,-0.064302828,-0.06061287,0.00E+00,-0.062457849,
361.958029,0.072680309,0.052260703,0.00E+00,0.062470506,
362.957913,0.053208326,-0.06204467,0.00E+00,-0.004418172,
363.9577971,0.04562331,-0.039732452,0.00E+00,0.002945429,
364.9576812,-0.052302653,-0.080896704,0.00E+00,-0.066599678,
365.9575652,0.052529071,0.090442038,0.00E+00,0.071485554,
366.9574493,0.046868611,0.034363202,0.00E+00,0.040615906,
367.9573333,0.126228263,0.054408403,0.00E+00,0.090318333,
368.9572174,0.09679387,-0.034601835,0.00E+00,0.031096018,
369.9571014,0.084906904,0.043431269,0.00E+00,0.064169086,
370.9569855,0.110718602,0.130651756,0.00E+00,0.120685179,
371.9568696,0.145700247,0.184463576,0.00E+00,0.165081911,
372.9567536,0.185889514,0.123492756,0.00E+00,0.154691135,
373.9566377,-0.09113341,-0.215366594,0.00E+00,-0.153250002,
374.9565217,-0.238645004,-0.327524266,0.00E+00,-0.283084635,
375.9564058,-0.270117163,-0.282064614,0.00E+00,-0.276090888,
376.9562899,-0.353891974,-0.332296933,0.00E+00,-0.343094453,
377.9561739,-0.435855438,-0.496953941,0.00E+00,-0.46640469,
378.956058,-0.128605657,-0.228730061,0.00E+00,-0.178667859,
379.955942,-0.196644389,-0.313683532,0.00E+00,-0.25516396,
380.9558261,-0.202531267,-0.239349245,0.00E+00,-0.220940256,
381.9557101,-0.162342,-0.12981654,0.00E+00,-0.14607927,
382.9555942,-0.037245828,-0.065862803,0.00E+00,-0.051554316,
383.9554783,-0.09396364,-0.200332693,0.00E+00,-0.147148167,
384.9553623,-0.001811347,-0.102135072,0.00E+00,-0.051973209,
385.9552464,-0.02841551,-0.091635205,0.00E+00,-0.060025357,
386.9551304,-0.019811611,-0.011335084,0.00E+00,-0.015573347,
387.9550145,0.045283682,0.069680937,0.00E+00,0.057482309,
388.9548986,0.057963113,0.018374768,0.00E+00,0.03816894,
389.9547826,-0.194266995,-0.305927948,0.00E+00,-0.250097472,
390.9546667,-0.211135167,-0.302825715,0.00E+00,-0.256980441,
391.9545507,-0.288117426,-0.308672232,0.00E+00,-0.298394829,
392.9544348,-0.099963728,-0.070038887,0.00E+00,-0.085001307,
393.9543188,-0.253928246,-0.257843329,0.00E+00,-0.255885788,
394.9542029,-0.467214388,-0.583577845,0.00E+00,-0.525396116,
395.954087,-0.473780522,-0.609111613,0.00E+00,-0.541446067,
396.953971,-0.01143413,-0.054169769,0.00E+00,-0.03280195,
397.9538551,0.043925171,0.075766087,0.00E+00,0.059845629,
398.9537391,0.061699017,0.074453604,0.00E+00,0.06807631,
399.9536232,0.114114878,0.05810722,0.00E+00,0.086111049,
400.9535072,0.033396715,-0.068010503,0.00E+00,-0.017306894,
401.9533913,0.006452925,-0.06920367,0.00E+00,-0.031375373,
402.9532754,-0.055019674,-0.053573186,0.00E+00,-0.05429643,
403.9531594,0.038604339,0.089964771,0.00E+00,0.064284555,
404.9530435,-0.04845354,-0.086027321,0.00E+00,-0.06724043,
405.9529275,0.039510012,-0.05774927,0.00E+00,-0.009119629,
406.9528116,-0.00147172,-0.086623904,0.00E+00,-0.044047812,
