QuickDAQ Data
01-01-0001 00:00:00
Notes:,,
Sample Rate:,6000, Hz,
 0.0085000000, 0.0555857195, 0.0279201014, 0.00000E+000,
 0.0086666667, 0.1267943093, 0.0909193044, 0.00000E+000,
 0.0088333333, 0.0131322677,-0.0110964505, 0.00000E+000,
 0.0090000000, 0.0840012299, 0.0416415187, 0.00000E+000,
 0.0091666667, 0.1521531711, 0.1250438727, 0.00000E+000,
 0.0093333333, 0.0729067278, 0.0359143184, 0.00000E+000,
 0.0095000000, 0.1076619537, 0.0655048532, 0.00000E+000,
 0.0096666667, 0.0251324434,-0.0174202342, 0.00000E+000,
 0.0098333333, 0.1040392591, 0.0577492695, 0.00000E+000,
 0.0100000000, 0.1416247151, 0.1090554386, 0.00000E+000,
 0.0101666667, 0.0744916567, 0.0335279850, 0.00000E+000,
 0.0103333333, 0.0844540667, 0.0554822527, 0.00000E+000,
 0.0105000000, 0.0401892677,-0.0152725341, 0.00000E+000,
 0.0106666667, 0.1004165646, 0.0392551852, 0.00000E+000,
 0.0108333333, 0.1261150541, 0.1016578049, 0.00000E+000,
 0.0110000000, 0.0718878450, 0.0323348182, 0.00000E+000,
 0.0111666667, 0.0979259621, 0.0601356029, 0.00000E+000,
 0.0113333333, 0.0463025647, 5.96583E-004, 0.00000E+000,
 0.0115000000, 0.0881899705, 0.0392551852, 0.00000E+000,
 0.0116666667, 0.1490965226, 0.0973624047, 0.00000E+000,
 0.0118333333, 0.0773218868, 0.0419994687, 0.00000E+000,
 0.0120000000, 0.0713217990, 0.0394938186, 0.00000E+000,
 0.0121666667,-0.0105284560,-0.0527379692, 0.00000E+000,
 0.0123333333, 0.0730199370, 0.0184940842, 0.00000E+000,
 0.0125000000, 0.1185300373, 0.0726638535, 0.00000E+000,
 0.0126666667, 0.0714350082, 0.0275621513, 0.00000E+000,
 0.0128333333, 0.0750577027, 0.0264883013, 0.00000E+000,
 0.0130000000, 0.0125662217,-0.0219542677, 0.00000E+000,
 0.0131666667,-0.3276274385,-0.3611715675, 0.00000E+000,
 0.0133333333,-0.4329119989,-0.4840677402, 0.00000E+000,
 0.0135000000,-0.0393968032,-0.0814932873, 0.00000E+000,
 0.0136666667, 0.1648326021, 0.1175269224, 0.00000E+000,
 0.0138333333, 0.0400760585,-0.0033408668, 0.00000E+000,
 0.0140000000, 0.0773218868, 0.0303064348, 0.00000E+000,
 0.0141666667, 0.1574740038, 0.1119190388, 0.00000E+000,
 0.0143333333, 0.0674726860, 0.0332893516, 0.00000E+000,
 0.0145000000, 0.0932843847, 0.0557208860, 0.00000E+000,
 0.0146666667,-0.0026038117,-0.0328120849, 0.00000E+000,
 0.0148333333, 0.0698500793, 0.0330507183, 0.00000E+000,
 0.0150000000, 0.1458134557, 0.1090554386, 0.00000E+000,
 0.0151666667, 0.0606801337, 0.0221929011, 0.00000E+000,
 0.0153333333, 0.0761897948, 0.0283973680, 0.00000E+000,
 0.0155000000, 0.0216229581,-0.0146759507, 0.00000E+000,
 0.0156666667, 0.1084544181, 0.0563174694, 0.00000E+000,
 0.0158333333, 0.1231716147, 0.0913965711, 0.00000E+000,
 0.0160000000, 0.0640764099, 0.0141986840, 0.00000E+000,
 0.0161666667, 0.0864918324, 0.0517834358, 0.00000E+000,
 0.0163333333,-0.0064529247,-0.0414028853, 0.00000E+000,
 0.0165000000, 0.0872842968, 0.0497550524, 0.00000E+000,
 0.0166666667, 0.1093600918, 0.0682491366, 0.00000E+000,
 0.0168333333, 0.0365665731,-0.0186134009, 0.00000E+000,
 0.0170000000, 0.0710953806, 0.0266076180, 0.00000E+000,
 0.0171666667,-0.0082642719,-0.0571526861, 0.00000E+000,
 0.0173333333, 0.0782275605, 0.0187327176, 0.00000E+000,
 0.0175000000, 0.0981523805, 0.0513061692, 0.00000E+000,
 0.0176666667, 0.0349816443,-0.0045340336, 0.00000E+000,
 0.0178333333, 0.0646424559, 0.0194486176, 0.00000E+000,
 0.0180000000,-0.0060000879,-0.0573913195, 0.00000E+000,
 0.0181666667, 0.0731331463, 0.0170622842, 0.00000E+000,
 0.0183333333, 0.1089072549, 0.0631185197, 0.00000E+000,
 0.0185000000, 0.0276230460,-0.0029829168, 0.00000E+000,
 0.0186666667, 0.0826427194, 0.0416415187, 0.00000E+000,
 0.0188333333,-0.0091699456,-0.0712320535, 0.00000E+000,
 0.0190000000, 0.0861522048, 0.0254144512, 0.00000E+000,
 0.0191666667, 0.1129827863, 0.0661014365, 0.00000E+000,
 0.0193333333, 0.0319249957, 0.0063237836, 0.00000E+000,
 0.0195000000, 0.0639632007, 0.0180168175, 0.00000E+000,
 0.0196666667,-0.0090567364,-0.0485618857, 0.00000E+000,
 0.0198333333, 0.0894352717, 0.0471300856, 0.00000E+000,
 0.0200000000, 0.1024543303, 0.0637151031, 0.00000E+000,
 0.0201666667, 0.0561517655, 0.0083521671, 0.00000E+000,
 0.0203333333, 0.0716614266, 0.0328120849, 0.00000E+000,
 0.0205000000,-0.0087171088,-0.0383006519, 0.00000E+000,
 0.0206666667, 0.1042656776, 0.0619253530, 0.00000E+000,
 0.0208333333, 0.1205678030, 0.0798228539, 0.00000E+000,
 0.0210000000, 0.0549064643, 0.0186134009, 0.00000E+000,
 0.0211666667, 0.0688311965, 0.0400904019, 0.00000E+000,
 0.0213333333,-0.0260381171,-0.0571526861, 0.00000E+000,
 0.0215000000, 0.0949825228, 0.0522607025, 0.00000E+000,
 0.0216666667, 0.0976995437, 0.0688457200, 0.00000E+000,
 0.0218333333, 0.0391703848,-0.0048919836, 0.00000E+000,
 0.0220000000, 0.0616990166, 0.0318575515, 0.00000E+000,
 0.0221666667,-0.0306796945,-0.0573913195, 0.00000E+000,
 0.0223333333, 0.0727935186, 0.0417608354, 0.00000E+000,
 0.0225000000, 0.0894352717, 0.0675332366, 0.00000E+000,
 0.0226666667, 0.0593216233, 0.0044147169, 0.00000E+000,
 0.0228333333, 0.0517366066, 0.0124089339, 0.00000E+000,
 0.0230000000, 0.0722274726, 0.0252951346, 0.00000E+000,
 0.0231666667, 0.0229814686,-0.0147952674, 0.00000E+000,
 0.0233333333, 0.0029434393,-0.0452210189, 0.00000E+000,
 0.0235000000, 0.1520399619, 0.1233734393, 0.00000E+000,
 0.0236666667, 0.0478874936, 0.0262496679, 0.00000E+000,
 0.0238333333, 0.0660009664, 0.0429540021, 0.00000E+000,
 0.0240000000, 0.1089072549, 0.0720672702, 0.00000E+000,
 0.0241666667, 0.0808313722, 0.0405676686, 0.00000E+000,
 0.0243333333, 0.0589819957, 0.0252951346, 0.00000E+000,
 0.0245000000, 0.1201149662, 0.0672946033, 0.00000E+000,
 0.0246666667, 0.0058868786,-0.0217156344, 0.00000E+000,
 0.0248333333, 0.0341891798,-0.0254144512, 0.00000E+000,
 0.0250000000, 0.1564551209, 0.1057145718, 0.00000E+000,
 0.0251666667, 0.0660009664, 0.0267269346, 0.00000E+000,
 0.0253333333, 0.0958881964, 0.0445051188, 0.00000E+000,
 0.0255000000, 0.0167549623,-0.0184940842, 0.00000E+000,
 0.0256666667, 0.0560385563, 0.0033408668, 0.00000E+000,
 0.0258333333, 0.1418511335, 0.1123963055, 0.00000E+000,
 0.0260000000, 0.0538875814, 0.0144373174, 0.00000E+000,
 0.0261666667, 0.1164922717, 0.0801808039, 0.00000E+000,
 0.0263333333, 0.0290947656,-0.0044147169, 0.00000E+000,
 0.0265000000, 0.0628311086, 0.0119316672, 0.00000E+000,
 0.0266666667, 0.1639269284, 0.1218223226, 0.00000E+000,
 0.0268333333, 0.0911334098, 0.0497550524, 0.00000E+000,
 0.0270000000, 0.1295113302, 0.0934249545, 0.00000E+000,
 0.0271666667, 0.0438119622, 0.0138407340, 0.00000E+000,
 0.0273333333, 0.0759633764, 0.0391358686, 0.00000E+000,
 0.0275000000, 0.1694741795, 0.1345892065, 0.00000E+000,
 0.0276666667, 0.1061902340, 0.0775558371, 0.00000E+000,
 0.0278333333, 0.0913598282, 0.0540504526, 0.00000E+000,
 0.0280000000, 0.0264909539,-0.0052499336, 0.00000E+000,
 0.0281666667, 0.1110582298, 0.0499936858, 0.00000E+000,
 0.0283333333, 0.1604174431, 0.1397198235, 0.00000E+000,
 0.0285000000, 0.0987184265, 0.0584651695, 0.00000E+000,
 0.0286666667, 0.0962278240, 0.0801808039, 0.00000E+000,
 0.0288333333,-0.5165736012,-0.5488566933, 0.00000E+000,
 0.0290000000,-0.3108724762,-0.3894496189, 0.00000E+000,
 0.0291666667, 0.2043426145, 0.1591684411, 0.00000E+000,
 0.0293333333, 0.2054747066, 0.1746796085, 0.00000E+000,
 0.0295000000, 0.0877371337, 0.0516641192, 0.00000E+000,
 0.0296666667,-0.0238871422,-0.0662207532, 0.00000E+000,
 0.0298333333, 0.1244169160, 0.0795842205, 0.00000E+000,
 0.0300000000, 0.1640401376, 0.1217030059, 0.00000E+000,
 0.0301666667, 0.0664538032, 0.0319768682, 0.00000E+000,
 0.0303333333, 0.0931711755, 0.0466528189, 0.00000E+000,
 0.0305000000, 0.0109812929,-0.0260110346, 0.00000E+000,
 0.0306666667, 0.0724538910, 0.0427153687, 0.00000E+000,
 0.0308333333, 0.0904541546, 0.0664593866, 0.00000E+000,
 0.0310000000, 0.0543404183, 0.0095453338, 0.00000E+000,
 0.0311666667, 0.1046053052, 0.0755274537, 0.00000E+000,
 0.0313333333,-0.0047547866,-0.0359143184, 0.00000E+000,
 0.0315000000, 0.0640764099, 0.0190906676, 0.00000E+000,
 0.0316666667, 0.1363038825, 0.0919931545, 0.00000E+000,
 0.0318333333, 0.0587555773, 0.0268462513, 0.00000E+000,
 0.0320000000, 0.0772086776, 0.0393745019, 0.00000E+000,
 0.0321666667,-0.0314721589,-0.0600162862, 0.00000E+000,
 0.0323333333, 0.0609065521,-0.0099032838, 0.00000E+000,
 0.0325000000, 0.1293981210, 0.0912772544, 0.00000E+000,
 0.0326666667, 0.0442647990,-0.0028636001, 0.00000E+000,
 0.0328333333, 0.0787936065, 0.0423574187, 0.00000E+000,
 0.0330000000,-0.0097359916,-0.0485618857, 0.00000E+000,
 0.0331666667, 0.0923787111, 0.0460562356, 0.00000E+000,
 0.0333333333, 0.1358510457, 0.0961692380, 0.00000E+000,
 0.0335000000, 0.0655481295, 0.0289939514, 0.00000E+000,
 0.0336666667, 0.0764162132, 0.0511868525, 0.00000E+000,
 0.0338333333, 0.0100756192,-0.0334086683, 0.00000E+000,
 0.0340000000, 0.0716614266, 0.0292325848, 0.00000E+000,
 0.0341666667, 0.1503418239, 0.1159758056, 0.00000E+000,
 0.0343333333, 0.0590952049, 0.0150339007, 0.00000E+000,
 0.0345000000, 0.1229451963, 0.0752888203, 0.00000E+000,
 0.0346666667, 0.0092831548,-0.0130055173, 0.00000E+000,
 0.0348333333, 0.0964542424, 0.0452210189, 0.00000E+000,
 0.0350000000, 0.1398133678, 0.1163337557, 0.00000E+000,
 0.0351666667, 0.0690576149, 0.0313802849, 0.00000E+000,
 0.0353333333, 0.0691708241, 0.0373461185, 0.00000E+000,
 0.0355000000,-0.0024906025,-0.0442664855, 0.00000E+000,
 0.0356666667, 0.1007561922, 0.0627605697, 0.00000E+000,
 0.0358333333, 0.1481908490, 0.1156178556, 0.00000E+000,
 0.0360000000, 0.0519630250, 0.0144373174, 0.00000E+000,
 0.0361666667, 0.1073223261, 0.0622833030, 0.00000E+000,
 0.0363333333, 0.0105284560,-0.0472494023, 0.00000E+000,
 0.0365000000, 0.0705293345, 0.0227894844, 0.00000E+000,
 0.0366666667, 0.1316623051, 0.0826864540, 0.00000E+000,
 0.0368333333, 0.0523026526, 0.0103805505, 0.00000E+000,
 0.0370000000, 0.0707557530, 0.0217156344, 0.00000E+000,
 0.0371666667,-0.0136983138,-0.0631185197, 0.00000E+000,
 0.0373333333, 0.0725671002, 0.0244599179, 0.00000E+000,
 0.0375000000, 0.1138884600, 0.0641923698, 0.00000E+000,
 0.0376666667, 0.0583027404, 0.0097839671, 0.00000E+000,
 0.0378333333, 0.0783407697, 0.0350791017, 0.00000E+000,
 0.0380000000,-0.0079246443,-0.0477266690, 0.00000E+000,
 0.0381666667, 0.0700764977, 0.0163463841, 0.00000E+000,
 0.0383333333, 0.1057373972, 0.0668173366, 0.00000E+000,
 0.0385000000, 0.0513969789, 0.0180168175, 0.00000E+000,
 0.0386666667, 0.0672462676, 0.0347211517, 0.00000E+000,
 0.0388333333,-0.0262645355,-0.0624026197, 0.00000E+000,
 0.0390000000, 0.0863786232, 0.0338859350, 0.00000E+000,
 0.0391666667, 0.1102657654, 0.0698002534, 0.00000E+000,
 0.0393333333, 0.0579631128, 0.0145566340, 0.00000E+000,
 0.0395000000, 0.0787936065, 0.0452210189, 0.00000E+000,
 0.0396666667, 0.0515101881, 0.0093067005, 0.00000E+000,
 0.0398333333, 0.0386043388, 0.0021477001, 0.00000E+000,
 0.0400000000, 0.0178870543,-0.0128862006, 0.00000E+000,
 0.0401666667, 0.1254357988, 0.0862659542, 0.00000E+000,
 0.0403333333, 0.0777747236, 0.0456982856, 0.00000E+000,
 0.0405000000, 0.0646424559, 0.0322155016, 0.00000E+000,
 0.0406666667, 0.0607933429, 0.0334086683, 0.00000E+000,
 0.0408333333, 0.0366797823, 0.0065624170, 0.00000E+000,
 0.0410000000, 0.0781143513, 0.0301871181, 0.00000E+000,
 0.0411666667, 0.0699632885, 0.0343632017, 0.00000E+000,
 0.0413333333,-0.0180002636,-0.0558402027, 0.00000E+000,
 0.0415000000, 0.0104152468,-0.0408063020, 0.00000E+000,
 0.0416666667, 0.1201149662, 0.0961692380, 0.00000E+000,
 0.0418333333, 0.0585291588, 0.0209997344, 0.00000E+000,
 0.0420000000, 0.0587555773, 0.0252951346, 0.00000E+000,
 0.0421666667, 0.0266041631,-0.0077555837, 0.00000E+000,
 0.0423333333, 0.0358873179,-0.0090680671, 0.00000E+000,
 0.0425000000, 0.1316623051, 0.0967658214, 0.00000E+000,
 0.0426666667, 0.0513969789, 0.0147952674, 0.00000E+000,
 0.0428333333, 0.0888692257, 0.0461755522, 0.00000E+000,
 0.0430000000, 0.0194719832,-0.0242212845, 0.00000E+000,
 0.0431666667, 0.0610197613, 2.38633E-004, 0.00000E+000,
 0.0433333333, 0.1546437737, 0.1132315222, 0.00000E+000,
 0.0435000000, 0.0448308451, 0.0158691174, 0.00000E+000,
 0.0436666667, 0.1016618658, 0.0483232523, 0.00000E+000,
 0.0438333333, 0.0391703848, 0.0031022335, 0.00000E+000,
 0.0440000000, 0.0295476024,-0.0242212845, 0.00000E+000,
 0.0441666667, 0.1925688572, 0.1437765903, 0.00000E+000,
 0.0443333333,-0.0793596525,-0.0946181213, 0.00000E+000,
 0.0445000000,-0.5235925718,-0.5740325112, 0.00000E+000,
 0.0446666667,-0.1009826106,-0.1721739584, 0.00000E+000,
 0.0448333333, 0.2204183216, 0.1699069416, 0.00000E+000,
 0.0450000000, 0.1321151419, 0.0985555715, 0.00000E+000,
 0.0451666667, 0.0305664853,-0.0159884341, 0.00000E+000,
 0.0453333333, 0.0936240123, 0.0421187854, 0.00000E+000,
 0.0455000000, 0.0429062886, 0.0057272003, 0.00000E+000,
 0.0456666667, 0.0398496401,-0.0130055173, 0.00000E+000,
 0.0458333333, 0.1550966105, 0.1143053722, 0.00000E+000,
 0.0460000000, 0.0469818200, 0.0062044670, 0.00000E+000,
 0.0461666667, 0.0949825228, 0.0499936858, 0.00000E+000,
 0.0463333333, 0.0080378535,-0.0276814680, 0.00000E+000,
 0.0465000000, 0.0494724225,-0.0011931667, 0.00000E+000,
 0.0466666667, 0.1581532590, 0.1178848724, 0.00000E+000,
 0.0468333333, 0.0854729496, 0.0634764697, 0.00000E+000,
 0.0470000000, 0.1210206398, 0.0770785704, 0.00000E+000,
 0.0471666667, 0.0297740208,-3.57950E-004, 0.00000E+000,
 0.0473333333, 0.0474346568, 0.0057272003, 0.00000E+000,
 0.0475000000, 0.1711723175, 0.1324415064, 0.00000E+000,
 0.0476666667, 0.1066430708, 0.0683684533, 0.00000E+000,
 0.0478333333, 0.1080015813, 0.0693229867, 0.00000E+000,
 0.0480000000, 0.0316985773, 0.0041760835, 0.00000E+000,
 0.0481666667, 0.0783407697, 0.0280394180, 0.00000E+000,
 0.0483333333, 0.2077388907, 0.1662081247, 0.00000E+000,
 0.0485000000, 0.0773218868, 0.0354370517, 0.00000E+000,
 0.0486666667, 0.1069826985, 0.0671752866, 0.00000E+000,
 0.0488333333, 0.0336231338,-0.0091873838, 0.00000E+000,
 0.0490000000, 0.0636235731, 0.0134827840, 0.00000E+000,
 0.0491666667, 0.1792101711, 0.1452083904, 0.00000E+000,
 0.0493333333, 0.0690576149, 0.0262496679, 0.00000E+000,
 0.0495000000, 0.1160394348, 0.0661014365, 0.00000E+000,
 0.0496666667, 0.0520762342, 0.0180168175, 0.00000E+000,
 0.0498333333, 0.0662273848, 0.0187327176, 0.00000E+000,
 0.0500000000, 0.1561154933, 0.1259984061, 0.00000E+000,
 0.0501666667, 0.0706425437, 0.0346018350, 0.00000E+000,
 0.0503333333, 0.0999637278, 0.0628798864, 0.00000E+000,
 0.0505000000,-0.0125662217,-0.0484425690, 0.00000E+000,
 0.0506666667, 0.0575102760, 0.0076362670, 0.00000E+000,
 0.0508333333, 0.1384548574, 0.1042827717, 0.00000E+000,
 0.0510000000, 0.0362269455, 0.0181361342, 0.00000E+000,
 0.0511666667, 0.0826427194, 0.0448630688, 0.00000E+000,
 0.0513333333, 0.0251324434,-0.0029829168, 0.00000E+000,
 0.0515000000, 0.0829823471, 0.0338859350, 0.00000E+000,
 0.0516666667, 0.1480776398, 0.1098906553, 0.00000E+000,
 0.0518333333, 0.0469818200, 0.0087101171, 0.00000E+000,
 0.0520000000, 0.0870578784, 0.0541697693, 0.00000E+000,
 0.0521666667, 0.0159624979,-0.0214770010, 0.00000E+000,
 0.0523333333, 0.0812842090, 0.0374654352, 0.00000E+000,
 0.0525000000, 0.1303037946, 0.0816126040, 0.00000E+000,
 0.0526666667, 0.0774350960, 0.0337666183, 0.00000E+000,
 0.0528333333, 0.1231716147, 0.0880557043, 0.00000E+000,
 0.0530000000, 0.0010188828,-0.0399710853, 0.00000E+000,
 0.0531666667, 0.0689444057, 0.0275621513, 0.00000E+000,
 0.0533333333, 0.1441153176, 0.1121576721, 0.00000E+000,
 0.0535000000, 0.0478874936, 0.0238633345, 0.00000E+000,
 0.0536666667, 0.0802653261, 0.0535731859, 0.00000E+000,
 0.0538333333, 0.0305664853,-0.0128862006, 0.00000E+000,
 0.0540000000, 0.0723406818, 0.0235053845, 0.00000E+000,
 0.0541666667, 0.1443417360, 0.1085781719, 0.00000E+000,
 0.0543333333, 0.0733595647, 0.0387779186, 0.00000E+000,
 0.0545000000, 0.1023411211, 0.0652662198, 0.00000E+000,
 0.0546666667, 0.0067925523,-0.0183747676, 0.00000E+000,
 0.0548333333, 0.0807181630, 0.0350791017, 0.00000E+000,
 0.0550000000, 0.1367567193, 0.1096520220, 0.00000E+000,
 0.0551666667, 0.0715482174, 0.0295905348, 0.00000E+000,
 0.0553333333, 0.1058506064, 0.0690843534, 0.00000E+000,
 0.0555000000, 0.0164153347,-0.0218349511, 0.00000E+000,
 0.0556666667, 0.0834351839, 0.0306643848, 0.00000E+000,
 0.0558333333, 0.1370963469, 0.0936635879, 0.00000E+000,
 0.0560000000, 0.0593216233, 0.0171816008, 0.00000E+000,
 0.0561666667, 0.0778879328, 0.0443858022, 0.00000E+000,
 0.0563333333, 0.0769822592, 0.0402097186, 0.00000E+000,
 0.0565000000, 0.0598876693, 0.0255337679, 0.00000E+000,
 0.0566666667, 0.0029434393,-0.0451017022, 0.00000E+000,
 0.0568333333, 0.1147941336, 0.0610901363, 0.00000E+000,
 0.0570000000, 0.0616990166, 0.0264883013, 0.00000E+000,
 0.0571666667, 0.0286419288,-0.0224315344, 0.00000E+000,
 0.0573333333, 0.0726803094, 0.0251758179, 0.00000E+000,
 0.0575000000, 0.0684915689, 0.0249371845, 0.00000E+000,
 0.0576666667, 0.0399628493,-0.0072783170, 0.00000E+000,
 0.0578333333, 0.0752841211, 0.0256530846, 0.00000E+000,
 0.0580000000, 0.0153964518,-0.0317382349, 0.00000E+000,
 0.0581666667,-0.0081510627,-0.0572720028, 0.00000E+000,
 0.0583333333, 0.1152469704, 0.0692036700, 0.00000E+000,
 0.0585000000, 0.0579631128, 0.0108578172, 0.00000E+000,
 0.0586666667, 0.0683783597, 0.0276814680, 0.00000E+000,
 0.0588333333, 0.0447176359, 0.0073976337, 0.00000E+000,
 0.0590000000,-0.0373590376,-0.0900840877, 0.00000E+000,
 0.0591666667, 0.1378888114, 0.0971237714, 0.00000E+000,
 0.0593333333, 0.0653217111, 0.0220735844, 0.00000E+000,
 0.0595000000, 0.0850201127, 0.0411642520, 0.00000E+000,
 0.0596666667,-0.0143775690,-0.0597776529, 0.00000E+000,
 0.0598333333, 0.0568310208,-1.19317E-004, 0.00000E+000,
 0.0600000000,-0.1663043217,-0.1852987923, 0.00000E+000,
 0.0601666667,-0.5609516094,-0.6179410467, 0.00000E+000,
 0.0603333333,-0.0701897069,-0.1145440056, 0.00000E+000,
 0.0605000000, 0.0425666610, 0.0051306169, 0.00000E+000,
 0.0606666667, 0.0320382049,-0.0065624170, 0.00000E+000,
 0.0608333333, 0.1272471461, 0.0825671373, 0.00000E+000,
 0.0610000000, 0.0749444935, 0.0365109018, 0.00000E+000,
 0.0611666667, 0.0667934308, 0.0304257515, 0.00000E+000,
 0.0613333333, 0.0356608995,-0.0060851503, 0.00000E+000,
 0.0615000000,-0.0163021255,-0.0583458528, 0.00000E+000,
 0.0616666667, 0.1110582298, 0.0628798864, 0.00000E+000,
 0.0618333333, 0.0470950292, 0.0183747676, 0.00000E+000,
 0.0620000000, 0.0828691379, 0.0404483520, 0.00000E+000,
 0.0621666667, 0.0332835062,-0.0070396837, 0.00000E+000,
 0.0623333333, 0.0184531004,-0.0254144512, 0.00000E+000,
 0.0625000000, 0.1351717904, 0.0968851380, 0.00000E+000,
 0.0626666667, 0.0519630250, 0.0208804177, 0.00000E+000,
 0.0628333333, 0.0701897069, 0.0174202342, 0.00000E+000,
 0.0630000000, 0.0122265941,-0.0208804177, 0.00000E+000,
 0.0631666667, 0.0324910418,-0.0106191838, 0.00000E+000,
 0.0633333333, 0.1484172674, 0.1088168053, 0.00000E+000,
 0.0635000000, 0.0616990166, 0.0312609682, 0.00000E+000,
 0.0636666667, 0.1076619537, 0.0517834358, 0.00000E+000,
 0.0638333333, 0.0302268577,-0.0139600507, 0.00000E+000,
 0.0640000000, 0.0331702970,-0.0131248340, 0.00000E+000,
 0.0641666667, 0.1410586691, 0.0912772544, 0.00000E+000,
 0.0643333333, 0.0748312843, 0.0434312688, 0.00000E+000,
 0.0645000000, 0.0664538032, 0.0233860678, 0.00000E+000,
 0.0646666667, 0.0417741965, 0.0042954002, 0.00000E+000,
 0.0648333333, 0.0362269455,-0.0147952674, 0.00000E+000,
 0.0650000000, 0.1280396105, 0.0862659542, 0.00000E+000,
 0.0651666667, 0.0804917446, 0.0422381021, 0.00000E+000,
 0.0653333333, 0.0803785354, 0.0390165519, 0.00000E+000,
 0.0655000000, 0.0092831548,-0.0242212845, 0.00000E+000,
 0.0656666667, 0.0361137363,-0.0245792345, 0.00000E+000,
 0.0658333333, 0.1503418239, 0.1066691052, 0.00000E+000,
 0.0660000000, 0.0692840333, 0.0168236508, 0.00000E+000,
 0.0661666667, 0.1113978574, 0.0693229867, 0.00000E+000,
 0.0663333333, 0.0321514141,-0.0175395509, 0.00000E+000,
 0.0665000000, 0.0364533639,-0.0069203670, 0.00000E+000,
 0.0666666667, 0.1497757778, 0.1191973558, 0.00000E+000,
 0.0668333333, 0.0717746358, 0.0371074851, 0.00000E+000,
 0.0670000000, 0.1372095561, 0.1026123383, 0.00000E+000,
 0.0671666667, 0.0526422802, 0.0139600507, 0.00000E+000,
