Time,S1_raw,S2_raw,Avg_raw,S1_filtered,S2_filtered,Avg_filtered
1418.8333740234375,1.755308747291565,1.9767192602157593,1.866014003753662,1.711653470993042,1.9318479299545288,1.8217507600784302
1419.0,2.172031879425049,2.470332384109497,2.3211822509765625,1.7068920135498047,1.918747067451477,1.8128196001052856
1419.1666259765625,2.3623363971710205,2.688204526901245,2.525270462036133,1.7177422046661377,1.9283576011657715,1.8230499029159546
1419.3333740234375,2.5185651779174805,2.8860316276550293,2.702298402786255,1.7751295566558838,1.9976434707641602,1.886386513710022
1419.5,2.6953978538513184,3.231214761734009,2.963306427001953,1.927706003189087,2.181774139404297,2.0547401905059814
1419.6666259765625,3.4944286346435547,3.936614990234375,3.715521812438965,2.1800599098205566,2.485691547393799,2.3328757286071777
1419.8333740234375,3.043516159057617,3.4044625759124756,3.223989486694336,2.4813947677612305,2.850895643234253,2.6661453247070312
1420.0,4.308516025543213,4.700003147125244,4.5042595863342285,2.7791390419006348,3.208500623703003,2.9938199520111084
1420.1666259765625,3.2698214054107666,3.6747148036956787,3.4722681045532227,3.062124252319336,3.524425745010376,3.2932751178741455
1420.3333740234375,5.595931053161621,5.7125244140625,5.6542277336120605,3.3474128246307373,3.7999236583709717,3.5736682415008545
1420.5,4.0640974044799805,4.64463996887207,4.354368686676025,3.652984857559204,4.059420585632324,3.8562028408050537
1420.6666259765625,6.756098747253418,6.832072734832764,6.794085502624512,3.997987985610962,4.3476386070251465,4.172813415527344
1420.8333740234375,4.507537841796875,5.199462413787842,4.8535003662109375,4.405094623565674,4.715269088745117,4.560181617736816
1421.0,8.54638957977295,8.607385635375977,8.576887130737305,4.878140926361084,5.1822004318237305,5.030170440673828
1421.1666259765625,5.115584373474121,6.15578556060791,5.635684967041016,5.391080379486084,5.721035480499268,5.556057929992676
1421.3333740234375,10.591853141784668,10.387590408325195,10.489721298217773,5.918642044067383,6.293833255767822,6.106237411499023
1421.5,5.6192522048950195,6.707625389099121,6.16343879699707,6.46780252456665,6.892879009246826,6.680340766906738
